"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PALPA (000)",5170,3257,853,543,517
"Empleado (001)",867,297,131,132,307
"Obrero (002)",2090,982,522,379,207
"Trabajador independiente (003)",1715,1579,136,,
"Empleador o patrono (004)",125,99,16,7,3
"Trabajador familiar no remunerado (005)",286,213,48,25,
"Trabajador del hogar (006)",87,87,,,
"De 06 a 14 años (008)",89,47,22,20,
"Empleado (009)",5,4,1,,
"Obrero (010)",30,10,10,10,
"Trabajador independiente (011)",7,7,,,
"Trabajador familiar no remunerado (013)",45,24,11,10,
"Trabajador del hogar (014)",2,2,,,
"De 15 a 29 años (016)",1589,919,318,191,161
"Empleado (017)",245,130,41,23,51
"Obrero (018)",800,329,204,158,109
"Trabajador independiente (019)",395,354,41,,
"Empleador o patrono (020)",17,9,5,2,1
"Trabajador familiar no remunerado (021)",103,68,27,8,
"Trabajador del hogar (022)",29,29,,,
"De 30 a 44 años (024)",1798,1084,300,209,205
"Empleado (025)",361,111,47,62,141
"Obrero (026)",708,318,187,140,63
"Trabajador independiente (027)",596,544,52,,
"Empleador o patrono (028)",37,27,6,3,1
"Trabajador familiar no remunerado (029)",62,50,8,4,
"Trabajador del hogar (030)",34,34,,,
"De 45 a 64 años (032)",1378,934,186,117,141
"Empleado (033)",241,47,39,47,108
"Obrero (034)",466,263,106,65,32
"Trabajador independiente (035)",554,519,35,,
"Empleador o patrono (036)",50,43,4,2,1
"Trabajador familiar no remunerado (037)",49,44,2,3,
"Trabajador del hogar (038)",18,18,,,
"De 65 y más años (040)",316,273,27,6,10
"Empleado (041)",15,5,3,,7
"Obrero (042)",86,62,15,6,3
"Trabajador independiente (043)",163,155,8,,
"Empleador o patrono (044)",21,20,1,,
"Trabajador familiar no remunerado (045)",27,27,,,
"Trabajador del hogar (046)",4,4,,,
,,,,,
"URBANA (048)",3374,2030,495,385,464
"Empleado (049)",722,237,101,112,272
"Obrero (050)",1204,486,279,249,190
"Trabajador independiente (051)",1167,1086,81,,
"Empleador o patrono (052)",51,34,11,4,2
"Trabajador familiar no remunerado (053)",170,127,23,20,
"Trabajador del hogar (054)",60,60,,,
"De 06 a 14 años (056)",73,40,18,15,
"Empleado (057)",5,4,1,,
"Obrero (058)",24,9,8,7,
