"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SANDIA (000)",26313,1586,2512,14784,654,6662,115
"Conviviente (001)",9210,613,875,5580,253,1871,18
"Separado(a) (002)",725,58,64,526,16,58,3
"Casado(a) (003)",8509,471,381,5326,234,2087,10
"Viudo(a) (004)",1455,19,56,1291,37,51,1
"Divorciado(a) (005)",102,4,8,77,4,7,2
"Soltero(a) (006)",6312,421,1128,1984,110,2588,81
"Hombres (008)",16873,1048,2139,10811,530,2314,31
"Conviviente (009)",5846,421,722,4190,210,299,4
"Separado(a) (010)",343,25,41,244,13,20,
"Casado(a) (011)",5171,347,315,4130,188,190,1
"Viudo(a) (012)",735,11,43,629,20,31,1
"Divorciado(a) (013)",67,2,7,50,3,4,1
"Soltero(a) (014)",4711,242,1011,1568,96,1770,24
"Mujeres (016)",9440,538,373,3973,124,4348,84
"Conviviente (017)",3364,192,153,1390,43,1572,14
"Separado(a) (018)",382,33,23,282,3,38,3
"Casado(a) (019)",3338,124,66,1196,46,1897,9
"Viudo(a) (020)",720,8,13,662,17,20,
"Divorciado(a) (021)",35,2,1,27,1,3,1
"Soltero(a) (022)",1601,179,117,416,14,818,57
,,,,,,,
"URBANA (024)",6208,1163,639,3241,79,1037,49
"Conviviente (025)",2319,446,248,1299,39,286,1
"Separado(a) (026)",217,39,22,139,2,14,1
"Casado(a) (027)",1864,349,111,1084,27,289,4
"Viudo(a) (028)",320,14,20,267,3,15,1
"Divorciado(a) (029)",23,4,2,14,,2,1
"Soltero(a) (030)",1465,311,236,438,8,431,41
"Hombres (032)",3686,749,575,1899,58,397,8
"Conviviente (033)",1367,296,223,757,29,62,
"Separado(a) (034)",86,20,16,44,1,5,
"Casado(a) (035)",1079,249,96,675,21,38,
"Viudo(a) (036)",138,6,19,104,1,7,1
"Divorciado(a) (037)",12,2,1,8,,,1
"Soltero(a) (038)",1004,176,220,311,6,285,6
"Mujeres (040)",2522,414,64,1342,21,640,41
"Conviviente (041)",952,150,25,542,10,224,1
"Separado(a) (042)",131,19,6,95,1,9,1
"Casado(a) (043)",785,100,15,409,6,251,4
"Viudo(a) (044)",182,8,1,163,2,8,
"Divorciado(a) (045)",11,2,1,6,,2,
"Soltero(a) (046)",461,135,16,127,2,146,35
,,,,,,,
"RURAL (048)",20105,423,1873,11543,575,5625,66
"Conviviente (049)",6891,167,627,4281,214,1585,17
"Separado(a) (050)",508,19,42,387,14,44,2
"Casado(a) (051)",6645,122,270,4242,207,1798,6
"Viudo(a) (052)",1135,5,36,1024,34,36,
"Divorciado(a) (053)",79,,6,63,4,5,1
"Soltero(a) (054)",4847,110,892,1546,102,2157,40
"Hombres (056)",13187,299,1564,8912,472,1917,23
"Conviviente (057)",4479,125,499,3433,181,237,4
"Separado(a) (058)",257,5,25,200,12,15,
"Casado(a) (059)",4092,98,219,3455,167,152,1
"Viudo(a) (060)",597,5,24,525,19,24,
"Divorciado(a) (061)",55,,6,42,3,4,
"Soltero(a) (062)",3707,66,791,1257,90,1485,18
"Mujeres (064)",6918,124,309,2631,103,3708,43
"Conviviente (065)",2412,42,128,848,33,1348,13
"Separado(a) (066)",251,14,17,187,2,29,2
"Casado(a) (067)",2553,24,51,787,40,1646,5
"Viudo(a) (068)",538,,12,499,15,12,
"Divorciado(a) (069)",24,,,21,1,1,1
"Soltero(a) (070)",1140,44,101,289,12,672,22
