"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TAHUAMANU (000)",5528,1262,2205,1599,100,315,47
"Conviviente (001)",2298,440,940,754,47,92,25
"Separado(a) (002)",247,52,86,93,4,7,5
"Casado(a) (003)",1241,344,402,398,34,61,2
"Viudo(a) (004)",92,12,13,57,3,6,1
"Divorciado(a) (005)",30,6,13,11,,,
"Soltero(a) (006)",1620,408,751,286,12,149,14
"Hombres (008)",4329,864,1999,1216,82,165,3
"Conviviente (009)",1751,292,824,566,40,29,
"Separado(a) (010)",175,30,74,66,2,2,1
"Casado(a) (011)",963,263,367,294,29,10,
"Viudo(a) (012)",62,7,11,37,1,5,1
"Divorciado(a) (013)",25,5,11,9,,,
"Soltero(a) (014)",1353,267,712,244,10,119,1
"Mujeres (016)",1199,398,206,383,18,150,44
"Conviviente (017)",547,148,116,188,7,63,25
"Separado(a) (018)",72,22,12,27,2,5,4
"Casado(a) (019)",278,81,35,104,5,51,2
"Viudo(a) (020)",30,5,2,20,2,1,
"Divorciado(a) (021)",5,1,2,2,,,
"Soltero(a) (022)",267,141,39,42,2,30,13
,,,,,,,
"URBANA (024)",3837,1132,1613,854,54,144,40
"Conviviente (025)",1666,405,723,441,24,51,22
"Separado(a) (026)",173,48,58,55,3,5,4
"Casado(a) (027)",794,306,282,160,18,27,1
"Viudo(a) (028)",52,11,11,24,1,4,1
"Divorciado(a) (029)",23,5,12,6,,,
"Soltero(a) (030)",1129,357,527,168,8,57,12
"Hombres (032)",2920,767,1453,579,39,79,3
"Conviviente (033)",1236,270,630,294,19,23,
"Separado(a) (034)",116,28,47,37,1,2,1
"Casado(a) (035)",611,231,259,98,13,10,
"Viudo(a) (036)",31,7,9,10,,4,1
"Divorciado(a) (037)",20,4,10,6,,,
"Soltero(a) (038)",906,227,498,134,6,40,1
"Mujeres (040)",917,365,160,275,15,65,37
"Conviviente (041)",430,135,93,147,5,28,22
"Separado(a) (042)",57,20,11,18,2,3,3
"Casado(a) (043)",183,75,23,62,5,17,1
"Viudo(a) (044)",21,4,2,14,1,,
"Divorciado(a) (045)",3,1,2,,,,
"Soltero(a) (046)",223,130,29,34,2,17,11
,,,,,,,
"RURAL (048)",1691,130,592,745,46,171,7
"Conviviente (049)",632,35,217,313,23,41,3
"Separado(a) (050)",74,4,28,38,1,2,1
"Casado(a) (051)",447,38,120,238,16,34,1
"Viudo(a) (052)",40,1,2,33,2,2,
"Divorciado(a) (053)",7,1,1,5,,,
"Soltero(a) (054)",491,51,224,118,4,92,2
"Hombres (056)",1409,97,546,637,43,86,
"Conviviente (057)",515,22,194,272,21,6,
"Separado(a) (058)",59,2,27,29,1,,
"Casado(a) (059)",352,32,108,196,16,,
"Viudo(a) (060)",31,,2,27,1,1,
"Divorciado(a) (061)",5,1,1,3,,,
"Soltero(a) (062)",447,40,214,110,4,79,
"Mujeres (064)",282,33,46,108,3,85,7
"Conviviente (065)",117,13,23,41,2,35,3
"Separado(a) (066)",15,2,1,9,,2,1
"Casado(a) (067)",95,6,12,42,,34,1
"Viudo(a) (068)",9,1,,6,1,1,
"Divorciado(a) (069)",2,,,2,,,
"Soltero(a) (070)",44,11,10,8,,13,2
