"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHUPACA (000)",19037,15756,1511,892,878
"Empleado (001)",3007,1063,580,648,716
"Obrero (002)",3865,3099,393,217,156
"Trabajador independiente (003)",8854,8461,393,,
"Empleador o patrono (004)",193,168,15,8,2
"Trabajador familiar no remunerado (005)",2813,2660,130,19,4
"Trabajador del hogar (006)",305,305,,,
"De 06 a 14 años (008)",224,206,17,1,
"Empleado (009)",8,7,1,,
"Obrero (010)",34,31,2,1,
"Trabajador independiente (011)",31,27,4,,
"Trabajador familiar no remunerado (013)",140,130,10,,
"Trabajador del hogar (014)",11,11,,,
"De 15 a 29 años (016)",5390,4436,499,238,217
"Empleado (017)",959,476,170,147,166
"Obrero (018)",1315,1030,150,84,51
"Trabajador independiente (019)",1991,1870,121,,
"Empleador o patrono (020)",43,38,2,3,
"Trabajador familiar no remunerado (021)",931,871,56,4,
"Trabajador del hogar (022)",151,151,,,
"De 30 a 44 años (024)",6377,5003,565,408,401
"Empleado (025)",1224,356,238,303,327
"Obrero (026)",1308,1000,143,93,72
"Trabajador independiente (027)",2941,2799,142,,
"Empleador o patrono (028)",67,54,9,3,1
"Trabajador familiar no remunerado (029)",765,722,33,9,1
"Trabajador del hogar (030)",72,72,,,
"De 45 a 64 años (032)",5280,4423,375,239,243
"Empleado (033)",758,192,161,194,211
"Obrero (034)",972,821,85,37,29
"Trabajador independiente (035)",2746,2642,104,,
"Empleador o patrono (036)",65,59,3,2,1
"Trabajador familiar no remunerado (037)",689,659,22,6,2
"Trabajador del hogar (038)",50,50,,,
"De 65 y más años (040)",1766,1688,55,6,17
"Empleado (041)",58,32,10,4,12
"Obrero (042)",236,217,13,2,4
"Trabajador independiente (043)",1145,1123,22,,
"Empleador o patrono (044)",18,17,1,,
"Trabajador familiar no remunerado (045)",288,278,9,,1
"Trabajador del hogar (046)",21,21,,,
,,,,,
"URBANA (048)",12055,9630,1032,706,687
"Empleado (049)",2438,862,449,552,575
"Obrero (050)",2133,1670,227,130,106
"Trabajador independiente (051)",5698,5442,256,,
"Empleador o patrono (052)",153,133,11,7,2
"Trabajador familiar no remunerado (053)",1474,1364,89,17,4
"Trabajador del hogar (054)",159,159,,,
"De 06 a 14 años (056)",145,133,11,1,
