"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",16469,258,5757,5851,3424,1179
"Agric., ganadería, caza y silvicultura (001)",7011,176,2309,2003,1641,882
"Pesca (002)",2,1,,1,,
"Explotación de minas y canteras (003)",2708,,997,1302,395,14
"Industrias manufactureras (004)",497,4,170,172,110,41
"Suministro de electricidad, gas y agua (005)",13,,7,3,3,
"Construcción (006)",922,9,388,314,184,27
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",927,14,245,345,261,62
"Venta, mant.y rep. veh.autom.y motoc. (008)",75,,34,29,12,
"Comercio al por mayor (009)",58,,14,23,14,7
"Comercio al por menor (010)",794,14,197,293,235,55
"Hoteles y restaurantes (011)",332,4,134,110,71,13
"Trans., almac. y comunicaciones (012)",340,9,136,132,60,3
"Intermediación financiera (013)",11,,9,2,,
"Activid.inmobil., empres. y alquileres (014)",271,,120,110,37,4
"Admin.pub. y defensa; p. segur.soc afil (015)",425,,178,158,82,7
"Enseñanza (016)",840,,95,508,235,2
"Servicios sociales y de salud (017)",121,,36,61,21,3
"Otras activ. serv.comun.soc y personales (018)",152,,42,55,47,8
"Hogares privados con servicio doméstico (019)",315,12,147,87,46,23
"Actividad economica no especificada (021)",534,3,186,184,104,57
"Desocupado (022)",1048,26,558,304,127,33
"Hombres (023)",13569,198,4709,4813,2839,1010
"Agric., ganadería, caza y silvicultura (024)",6583,144,2145,1908,1549,837
"Pesca (025)",2,1,,1,,
"Explotación de minas y canteras (026)",2607,,938,1267,389,13
"Industrias manufactureras (027)",365,3,130,135,73,24
"Suministro de electricidad, gas y agua (028)",11,,6,3,2,
"Construcción (029)",893,9,377,301,179,27
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",505,9,149,167,141,39
"Venta, mant.y rep. veh.autom.y motoc. (031)",73,,33,28,12,
"Comercio al por mayor (032)",38,,9,16,8,5
"Comercio al por menor (033)",394,9,107,123,121,34
"Hoteles y restaurantes (034)",76,1,30,26,17,2
"Trans., almac. y comunicaciones (035)",321,8,124,129,57,3
"Intermediación financiera (036)",8,,6,2,,
"Activid.inmobil., empres. y alquileres (037)",233,,96,103,32,2
"Admin.pub. y defensa; p. segur.soc afil (038)",281,,98,103,74,6
"Enseñanza (039)",468,,41,285,142,
"Servicios sociales y de salud (040)",54,,14,25,12,3
"Otras activ. serv.comun.soc y personales (041)",50,,18,19,11,2
