"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUANCABAMBA (000)",115535,6352,34012,21399,14893,13181,10246,7112,8340
"Quechua (001)",53,2,14,8,7,7,7,3,5
"Aymara (002)",16,1,8,2,,2,2,,1
"Ashaninca (003)",7,2,5,,,,,,
"Otra lengua nativa (004)",87,,25,13,8,19,10,7,5
"Castellano (005)",115123,6339,33890,21326,14838,13124,10214,7084,8308
"Idioma extranjero (006)",1,,,,,,,,1
"Es sordomudo/a (007)",248,8,70,50,40,29,13,18,20
"Hombres (009)",57923,3218,17329,10999,7325,6447,5028,3518,4059
"Quechua (010)",28,1,6,4,3,3,6,3,2
"Aymara (011)",9,1,3,2,,1,2,,
"Ashaninca (012)",6,2,4,,,,,,
"Otra lengua nativa (013)",39,,12,7,4,9,3,1,3
"Castellano (014)",57708,3207,17271,10957,7300,6419,5008,3502,4044
"Idioma extranjero (015)",1,,,,,,,,1
"Es sordomudo/a (016)",132,7,33,29,18,15,9,12,9
"Mujeres (018)",57612,3134,16683,10400,7568,6734,5218,3594,4281
"Quechua (019)",25,1,8,4,4,4,1,,3
"Aymara (020)",7,,5,,,1,,,1
"Ashaninca (021)",1,,1,,,,,,
"Otra lengua nativa (022)",48,,13,6,4,10,7,6,2
"Castellano (023)",57415,3132,16619,10369,7538,6705,5206,3582,4264
"Es sordomudo/a (025)",116,1,37,21,22,14,4,6,11
,,,,,,,,,
"URBANA (027)",14551,567,3460,2804,2238,2074,1446,905,1057
"Quechua (028)",20,,3,5,1,6,1,1,3
"Aymara (029)",4,,3,1,,,,,
"Otra lengua nativa (031)",77,,24,12,6,18,8,5,4
"Castellano (032)",14432,567,3426,2782,2228,2049,1437,897,1046
"Idioma extranjero (033)",1,,,,,,,,1
"Es sordomudo/a (034)",17,,4,4,3,1,,2,3
"Hombres (036)",7153,288,1807,1358,1031,1003,717,433,516
"Quechua (037)",11,,2,2,1,2,1,1,2
"Aymara (038)",3,,2,1,,,,,
"Otra lengua nativa (040)",34,,12,6,3,8,2,1,2
"Castellano (041)",7095,288,1789,1347,1025,993,714,429,510
"Idioma extranjero (042)",1,,,,,,,,1
"Es sordomudo/a (043)",9,,2,2,2,,,2,1
"Mujeres (045)",7398,279,1653,1446,1207,1071,729,472,541
"Quechua (046)",9,,1,3,,4,,,1
"Aymara (047)",1,,1,,,,,,
"Otra lengua nativa (049)",43,,12,6,3,10,6,4,2
"Castellano (050)",7337,279,1637,1435,1203,1056,723,468,536
"Es sordomudo/a (052)",8,,2,2,1,1,,,2
,,,,,,,,,
"RURAL (054)",100984,5785,30552,18595,12655,11107,8800,6207,7283
"Quechua (055)",33,2,11,3,6,1,6,2,2
"Aymara (056)",12,1,5,1,,2,2,,1
"Ashaninca (057)",7,2,5,,,,,,
"Otra lengua nativa (058)",10,,1,1,2,1,2,2,1
"Castellano (059)",100691,5772,30464,18544,12610,11075,8777,6187,7262
"Es sordomudo/a (061)",231,8,66,46,37,28,13,16,17
"Hombres (063)",50770,2930,15522,9641,6294,5444,4311,3085,3543
"Quechua (064)",17,1,4,2,2,1,5,2,
"Aymara (065)",6,1,1,1,,1,2,,
"Ashaninca (066)",6,2,4,,,,,,
"Otra lengua nativa (067)",5,,,1,1,1,1,,1
"Castellano (068)",50613,2919,15482,9610,6275,5426,4294,3073,3534
"Es sordomudo/a (070)",123,7,31,27,16,15,9,10,8
"Mujeres (072)",50214,2855,15030,8954,6361,5663,4489,3122,3740
"Quechua (073)",16,1,7,1,4,,1,,2
"Aymara (074)",6,,4,,,1,,,1
"Ashaninca (075)",1,,1,,,,,,
"Otra lengua nativa (076)",5,,1,,1,,1,2,
"Castellano (077)",50078,2853,14982,8934,6335,5649,4483,3114,3728
"Es sordomudo/a (079)",108,1,35,19,21,13,4,6,9
