"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia QUISPICANCHI (000)",76430,4274,21856,14344,10937,9225,6395,4237,5162
"Quechua (001)",57587,2932,15501,9575,8210,7471,5391,3758,4749
"Aymara (002)",152,8,23,15,30,25,17,16,18
"Ashaninca (003)",11,,4,1,2,1,1,,2
"Otra lengua nativa (004)",12,2,1,1,3,2,,2,1
"Castellano (005)",18562,1320,6295,4729,2675,1722,978,455,388
"Idioma extranjero (006)",20,,,2,6,1,5,5,1
"Es sordomudo/a (007)",86,12,32,21,11,3,3,1,3
"Hombres (009)",38488,2109,11246,7423,5544,4661,3202,2070,2233
"Quechua (010)",28297,1434,7938,4857,4054,3643,2593,1768,2010
"Aymara (011)",79,2,10,7,21,12,10,9,8
"Ashaninca (012)",7,,3,1,,,1,,2
"Otra lengua nativa (013)",6,1,1,,,2,,2,
"Castellano (014)",10028,666,3270,2541,1459,1000,592,288,212
"Idioma extranjero (015)",18,,,2,6,1,5,3,1
"Es sordomudo/a (016)",53,6,24,15,4,3,1,,
"Mujeres (018)",37942,2165,10610,6921,5393,4564,3193,2167,2929
"Quechua (019)",29290,1498,7563,4718,4156,3828,2798,1990,2739
"Aymara (020)",73,6,13,8,9,13,7,7,10
"Ashaninca (021)",4,,1,,2,1,,,
"Otra lengua nativa (022)",6,1,,1,3,,,,1
"Castellano (023)",8534,654,3025,2188,1216,722,386,167,176
"Idioma extranjero (024)",2,,,,,,,2,
"Es sordomudo/a (025)",33,6,8,6,7,,2,1,3
,,,,,,,,,
"URBANA (027)",27285,1245,6699,5518,4323,3599,2479,1472,1950
"Quechua (028)",12896,281,1972,2039,2148,2155,1626,1069,1606
"Aymara (029)",81,3,6,6,20,14,12,10,10
"Ashaninca (030)",6,,1,,2,,1,,2
"Otra lengua nativa (031)",1,1,,,,,,,
"Castellano (032)",14272,957,4711,3469,2147,1430,837,391,330
"Idioma extranjero (033)",5,,,,1,,1,2,1
"Es sordomudo/a (034)",24,3,9,4,5,,2,,1
"Hombres (036)",13743,614,3472,2797,2172,1844,1279,724,841
"Quechua (037)",6190,132,1038,1044,1027,1037,786,470,656
"Aymara (038)",49,,2,4,17,8,6,8,4
"Ashaninca (039)",4,,1,,,,1,,2
"Castellano (041)",7483,480,2426,1746,1125,799,484,245,178
"Idioma extranjero (042)",4,,,,1,,1,1,1
"Es sordomudo/a (043)",13,2,5,3,2,,1,,
"Mujeres (045)",13542,631,3227,2721,2151,1755,1200,748,1109
"Quechua (046)",6706,149,934,995,1121,1118,840,599,950
"Aymara (047)",32,3,4,2,3,6,6,2,6
"Ashaninca (048)",2,,,,2,,,,
"Otra lengua nativa (049)",1,1,,,,,,,
"Castellano (050)",6789,477,2285,1723,1022,631,353,146,152
"Idioma extranjero (051)",1,,,,,,,1,
"Es sordomudo/a (052)",11,1,4,1,3,,1,,1
,,,,,,,,,
"RURAL (054)",49145,3029,15157,8826,6614,5626,3916,2765,3212
"Quechua (055)",44691,2651,13529,7536,6062,5316,3765,2689,3143
"Aymara (056)",71,5,17,9,10,11,5,6,8
"Ashaninca (057)",5,,3,1,,1,,,
"Otra lengua nativa (058)",11,1,1,1,3,2,,2,1
"Castellano (059)",4290,363,1584,1260,528,292,141,64,58
"Idioma extranjero (060)",15,,,2,5,1,4,3,
"Es sordomudo/a (061)",62,9,23,17,6,3,1,1,2
"Hombres (063)",24745,1495,7774,4626,3372,2817,1923,1346,1392
"Quechua (064)",22107,1302,6900,3813,3027,2606,1807,1298,1354
"Aymara (065)",30,2,8,3,4,4,4,1,4
"Ashaninca (066)",3,,2,1,,,,,
"Otra lengua nativa (067)",6,1,1,,,2,,2,
"Castellano (068)",2545,186,844,795,334,201,108,43,34
"Idioma extranjero (069)",14,,,2,5,1,4,2,
"Es sordomudo/a (070)",40,4,19,12,2,3,,,
"Mujeres (072)",24400,1534,7383,4200,3242,2809,1993,1419,1820
"Quechua (073)",22584,1349,6629,3723,3035,2710,1958,1391,1789
"Aymara (074)",41,3,9,6,6,7,1,5,4
"Ashaninca (075)",2,,1,,,1,,,
"Otra lengua nativa (076)",5,,,1,3,,,,1
"Castellano (077)",1745,177,740,465,194,91,33,21,24
"Idioma extranjero (078)",1,,,,,,,1,
"Es sordomudo/a (079)",22,5,4,5,4,,1,1,2
