"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia REQUENA (000)",20286,19703,5495,2273,2325,1835,2874,2011,1496,1394,583,66784
"De 12 a 14 años (001)",2656,2619,2583,32,4,,,,,,37,40
"De 15 a 19 años (002)",3476,3333,2210,811,268,39,5,,,,143,1484
"De 20 a 24 años (003)",2627,2449,370,762,768,386,149,14,,,178,4179
"De 25 a 29 años (004)",2233,2141,134,300,564,510,551,77,5,,92,5849
"De 30 a 34 años (005)",1891,1856,57,146,321,375,625,261,64,7,35,6930
"De 35 a 39 años (006)",1772,1750,40,72,165,218,599,424,177,55,22,8561
"De 40 a 44 años (007)",1365,1352,27,41,94,111,364,364,233,118,13,7806
"De 45 a 49 años (008)",1135,1132,19,30,54,80,205,276,277,191,3,7580
"De 50 y más años (009)",3131,3071,55,79,87,116,376,595,740,1023,60,24355
"PEA (010)",6495,6295,806,785,853,696,1150,856,608,541,200,26568
"De 12 a 14 años (011)",161,156,151,4,1,,,,,,5,6
"De 15 a 19 años (012)",649,623,359,197,57,10,,,,,26,341
"De 20 a 24 años (013)",775,713,105,256,190,109,46,7,,,62,1202
"De 25 a 29 años (014)",831,781,80,128,208,161,182,21,1,,50,1948
"De 30 a 34 años (015)",786,766,41,80,164,144,216,86,29,6,20,2643
"De 35 a 39 años (016)",792,783,25,45,91,111,256,181,62,12,9,3525
"De 40 a 44 años (017)",674,666,14,24,57,65,191,163,103,49,8,3641
"De 45 a 49 años (018)",563,562,9,14,37,53,109,125,129,86,1,3600
"De 50 y más años (019)",1264,1245,22,37,48,43,150,273,284,388,19,9662
"Ocupada (020)",6273,6084,739,746,831,677,1117,844,595,535,189,26028
"De 12 a 14 años (021)",141,137,132,4,1,,,,,,4,6
