"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANUCO (000)",270233,95637,37512,7363,130239
"Menos de 1 año (001)",4692,3032,556,109,998
"De 1 a 14 años (002)",87650,52632,10842,2209,22100
"De 15 a 29 años (003)",77113,19066,6255,1898,49971
"De 30 a 44 años (004)",49332,10860,8518,1625,28496
"De 45 a 64 años (005)",36593,7349,8131,1113,20111
"De 65 y mas años (006)",14853,2698,3210,409,8563
"Hombres (008)",133057,45434,17842,3984,66094
"Menos de 1 año (009)",2394,1544,287,61,505
"De 1 a 14 años (010)",44792,27001,5576,1113,11165
"De 15 a 29 años (011)",38011,8288,2856,1095,25818
"De 30 a 44 años (012)",23330,4207,3700,856,14662
"De 45 a 64 años (013)",17538,3188,3747,626,10049
"De 65 y mas años (014)",6992,1206,1676,233,3895
"Mujeres (016)",137176,50203,19670,3379,64145
"Menos de 1 año (017)",2298,1488,269,48,493
"De 1 a 14 años (018)",42858,25631,5266,1096,10935
"De 15 a 29 años (019)",39102,10778,3399,803,24153
"De 30 a 44 años (020)",26002,6653,4818,769,13834
"De 45 a 64 años (021)",19055,4161,4384,487,10062
"De 65 y mas años (022)",7861,1492,1534,176,4668
,,,,,
"URBANA (024)",163235,35183,35319,6591,86549
"Menos de 1 año (025)",2794,1413,517,96,771
"De 1 a 14 años (026)",47103,18408,10108,1873,16801
"De 15 a 29 años (027)",49690,7591,5861,1740,34554
"De 30 a 44 años (028)",31473,4071,8063,1493,17990
"De 45 a 64 años (029)",23214,2716,7766,1039,11790
"De 65 y mas años (030)",8961,984,3004,350,4643
"Hombres (032)",78698,16069,16711,3585,42570
"Menos de 1 año (033)",1428,714,272,52,393
"De 1 a 14 años (034)",23916,9412,5185,940,8420
"De 15 a 29 años (035)",23979,3084,2674,1021,17235
"De 30 a 44 años (036)",14464,1378,3478,792,8900
"De 45 a 64 años (037)",10812,1079,3555,588,5653
"De 65 y mas años (038)",4099,402,1547,192,1969
"Mujeres (040)",84537,19114,18608,3006,43979
"Menos de 1 año (041)",1366,699,245,44,378
"De 1 a 14 años (042)",23187,8996,4923,933,8381
"De 15 a 29 años (043)",25711,4507,3187,719,17319
"De 30 a 44 años (044)",17009,2693,4585,701,9090
"De 45 a 64 años (045)",12402,1637,4211,451,6137
"De 65 y mas años (046)",4862,582,1457,158,2674
,,,,,
"RURAL (048)",106998,60454,2193,772,43690
"Menos de 1 año (049)",1898,1619,39,13,227
"De 1 a 14 años (050)",40547,34224,734,336,5299
"De 15 a 29 años (051)",27423,11475,394,158,15417
"De 30 a 44 años (052)",17859,6789,455,132,10506
"De 45 a 64 años (053)",13379,4633,365,74,8321
"De 65 y mas años (054)",5892,1714,206,59,3920
"Hombres (056)",54359,29365,1131,399,23524
"Menos de 1 año (057)",966,830,15,9,112
"De 1 a 14 años (058)",20876,17589,391,173,2745
"De 15 a 29 años (059)",14032,5204,182,74,8583
"De 30 a 44 años (060)",8866,2829,222,64,5762
"De 45 a 64 años (061)",6726,2109,192,38,4396
"De 65 y mas años (062)",2893,804,129,41,1926
"Mujeres (064)",52639,31089,1062,373,20166
"Menos de 1 año (065)",932,789,24,4,115
"De 1 a 14 años (066)",19671,16635,343,163,2554
"De 15 a 29 años (067)",13391,6271,212,84,6834
"De 30 a 44 años (068)",8993,3960,233,68,4744
"De 45 a 64 años (069)",6653,2524,173,36,3925
"De 65 y mas años (070)",2999,910,77,18,1994
