"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CORONEL PORTILLO (000)",309306,68951,43719,12293,185318
"Sin Nivel (001)",24509,9817,2715,633,11405
"Educación Inicial (002)",8222,3379,1246,286,3346
"Primaria (003)",104493,30317,10016,2591,61792
"Secundaria (004)",120701,21912,13816,3969,81213
"Sup. no Univ. Incompleta (005)",14550,1423,2308,994,9885
"Sup. no Univ. Completa (006)",14554,878,5605,1502,6708
"Sup. Univ. Incompleta (007)",9920,646,2103,852,6386
"Sup. Univ. Completa (008)",12357,579,5910,1466,4583
"Hombres (010)",156553,32484,21990,7442,95254
"Sin Nivel (011)",11621,4891,1346,316,5101
"Educación Inicial (012)",4138,1741,587,142,1684
"Primaria (013)",50105,14439,4817,1321,29662
"Secundaria (014)",63219,9835,7154,2527,43853
"Sup. no Univ. Incompleta (015)",7674,594,1207,659,5257
"Sup. no Univ. Completa (016)",7078,372,2492,954,3342
"Sup. Univ. Incompleta (017)",5734,319,1191,570,3697
"Sup. Univ. Completa (018)",6984,293,3196,953,2658
"Mujeres (020)",152753,36467,21729,4851,90064
"Sin Nivel (021)",12888,4926,1369,317,6304
"Educación Inicial (022)",4084,1638,659,144,1662
"Primaria (023)",54388,15878,5199,1270,32130
"Secundaria (024)",57482,12077,6662,1442,37360
"Sup. no Univ. Incompleta (025)",6876,829,1101,335,4628
"Sup. no Univ. Completa (026)",7476,506,3113,548,3366
"Sup. Univ. Incompleta (027)",4186,327,912,282,2689
"Sup. Univ. Completa (028)",5373,286,2714,513,1925
,,,,,
"URBANA (030)",261958,46806,42229,11507,162295
"Sin Nivel (031)",18568,6339,2589,556,9139
"Educación Inicial (032)",6922,2413,1204,263,3068
"Primaria (033)",80049,18738,9460,2283,49746
"Secundaria (034)",106672,16138,13401,3707,73614
"Sup. no Univ. Incompleta (035)",13904,1241,2250,972,9495
"Sup. no Univ. Completa (036)",14048,784,5453,1465,6480
"Sup. Univ. Incompleta (037)",9721,620,2069,835,6263
"Sup. Univ. Completa (038)",12074,533,5803,1426,4490
"Hombres (040)",130278,21178,21193,6982,81481
"Sin Nivel (041)",8752,3179,1279,281,4043
"Educación Inicial (042)",3465,1254,566,134,1525
"Primaria (043)",37136,8698,4549,1161,22834
"Secundaria (044)",54640,6725,6934,2350,38765
"Sup. no Univ. Incompleta (045)",7204,470,1172,642,4958
"Sup. no Univ. Completa (046)",6700,292,2391,926,3168
"Sup. Univ. Incompleta (047)",5593,303,1172,557,3604
"Sup. Univ. Completa (048)",6788,257,3130,931,2584
"Mujeres (050)",131680,25628,21036,4525,80814
"Sin Nivel (051)",9816,3160,1310,275,5096
"Educación Inicial (052)",3457,1159,638,129,1543
"Primaria (053)",42913,10040,4911,1122,26912
"Secundaria (054)",52032,9413,6467,1357,34849
"Sup. no Univ. Incompleta (055)",6700,771,1078,330,4537
"Sup. no Univ. Completa (056)",7348,492,3062,539,3312
"Sup. Univ. Incompleta (057)",4128,317,897,278,2659
"Sup. Univ. Completa (058)",5286,276,2673,495,1906
,,,,,
"RURAL (060)",47348,22145,1490,786,23023
"Sin Nivel (061)",5941,3478,126,77,2266
"Educación Inicial (062)",1300,966,42,23,278
"Primaria (063)",24444,11579,556,308,12046
"Secundaria (064)",14029,5774,415,262,7599
"Sup. no Univ. Incompleta (065)",646,182,58,22,390
"Sup. no Univ. Completa (066)",506,94,152,37,228
"Sup. Univ. Incompleta (067)",199,26,34,17,123
"Sup. Univ. Completa (068)",283,46,107,40,93
"Hombres (070)",26275,11306,797,460,13773
"Sin Nivel (071)",2869,1712,67,35,1058
"Educación Inicial (072)",673,487,21,8,159
"Primaria (073)",12969,5741,268,160,6828
"Secundaria (074)",8579,3110,220,177,5088
"Sup. no Univ. Incompleta (075)",470,124,35,17,299
"Sup. no Univ. Completa (076)",378,80,101,28,174
"Sup. Univ. Incompleta (077)",141,16,19,13,93
"Sup. Univ. Completa (078)",196,36,66,22,74
"Mujeres (080)",21073,10839,693,326,9250
"Sin Nivel (081)",3072,1766,59,42,1208
"Educación Inicial (082)",627,479,21,15,119
"Primaria (083)",11475,5838,288,148,5218
"Secundaria (084)",5450,2664,195,85,2511
"Sup. no Univ. Incompleta (085)",176,58,23,5,91
"Sup. no Univ. Completa (086)",128,14,51,9,54
"Sup. Univ. Incompleta (087)",58,10,15,4,30
"Sup. Univ. Completa (088)",87,10,41,18,19
