"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PURUS (000)",1140,3162,2825,,108,89.3,3.4
"De 12 a 14 años (001)",148,6,6,,3,100,50
"De 15 a 19 años (002)",191,128,120,28,93.8,21.9,
"De 20 a 24 años (003)",141,220,210,25,95.5,11.4,
"De 25 a 29 años (004)",161,455,424,23,93.2,5.1,
"De 30 a 34 años (005)",130,446,413,15,92.6,3.4,
"De 35 a 39 años (006)",98,433,396,10,91.5,2.3,
"De 40 a 44 años (007)",86,431,401,4,93,0.9,
"De 45 a 49 años (008)",56,292,257,,88,,
"De 50 y más años (009)",129,751,598,,79.6,,
"PEA (010)",233,588,555,12,94.4,2,
"De 12 a 14 años (011)",3,,,,,,
"De 15 a 19 años (012)",13,12,12,1,100,8.3,
"De 20 a 24 años (013)",36,53,53,4,100,7.5,
"De 25 a 29 años (014)",39,61,60,3,98.4,4.9,
"De 30 a 34 años (015)",45,86,78,1,90.7,1.2,
"De 35 a 39 años (016)",29,76,75,1,98.7,1.3,
"De 40 a 44 años (017)",35,142,133,2,93.7,1.4,
"De 45 a 49 años (018)",18,74,66,,89.2,,
"De 50 y más años (019)",15,84,78,,92.9,,
"Ocupada (020)",228,586,553,12,94.4,2,
"De 12 a 14 años (021)",2,,,,,,
"De 15 a 19 años (022)",12,12,12,1,100,8.3,
"De 20 a 24 años (023)",35,53,53,4,100,7.5,
"De 25 a 29 años (024)",37,59,58,3,98.3,5.1,
"De 30 a 34 años (025)",45,86,78,1,90.7,1.2,
"De 35 a 39 años (026)",29,76,75,1,98.7,1.3,
"De 40 a 44 años (027)",35,142,133,2,93.7,1.4,
"De 45 a 49 años (028)",18,74,66,,89.2,,
"De 50 y más años (029)",15,84,78,,92.9,,
"Desocupada (030)",5,2,2,,100,,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",1,,,,,,
"De 20 a 24 años (033)",1,,,,,,
"De 25 a 29 años (034)",2,2,2,,100,,
"No PEA (040)",907,2574,2270,96,88.2,3.7,
"De 12 a 14 años (041)",145,6,6,3,100,50,
"De 15 a 19 años (042)",178,116,108,27,93.1,23.3,
"De 20 a 24 años (043)",105,167,157,21,94,12.6,
"De 25 a 29 años (044)",122,394,364,20,92.4,5.1,
