"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia EL COLLAO (000)",35187,30403,4784
"De 3 a 5 años (001)",4753,588,4165
"De 6 a 11 años (002)",9864,9339,525
"De 12 a 16 años (003)",8707,8681,26
"De 17 a 24 años (004)",11863,11795,68
"Hombres (005)",18285,15765,2520
"De 3 a 5 años (006)",2508,308,2200
"De 6 a 11 años (007)",5001,4727,274
"De 12 a 16 años (008)",4504,4489,15
"De 17 a 24 años (009)",6272,6241,31
"Mujeres (010)",16902,14638,2264
"De 3 a 5 años (011)",2245,280,1965
"De 6 a 11 años (012)",4863,4612,251
"De 12 a 16 años (013)",4203,4192,11
"De 17 a 24 años (014)",5591,5554,37
,,,
"URBANA (015)",11780,10389,1391
"De 3 a 5 años (016)",1429,210,1219
"De 6 a 11 años (017)",3032,2873,159
"De 12 a 16 años (018)",2945,2942,3
"De 17 a 24 años (019)",4374,4364,10
"Hombres (020)",6108,5361,747
"De 3 a 5 años (021)",752,106,646
"De 6 a 11 años (022)",1526,1432,94
"De 12 a 16 años (023)",1526,1523,3
"De 17 a 24 años (024)",2304,2300,4
"Mujeres (025)",5672,5028,644
"De 3 a 5 años (026)",677,104,573
"De 6 a 11 años (027)",1506,1441,65
"De 12 a 16 años (028)",1419,1419,
"De 17 a 24 años (029)",2070,2064,6
,,,
"RURAL (030)",23407,20014,3393
"De 3 a 5 años (031)",3324,378,2946
"De 6 a 11 años (032)",6832,6466,366
"De 12 a 16 años (033)",5762,5739,23
"De 17 a 24 años (034)",7489,7431,58
"Hombres (035)",12177,10404,1773
"De 3 a 5 años (036)",1756,202,1554
"De 6 a 11 años (037)",3475,3295,180
"De 12 a 16 años (038)",2978,2966,12
"De 17 a 24 años (039)",3968,3941,27
"Mujeres (040)",11230,9610,1620
"De 3 a 5 años (041)",1568,176,1392
"De 6 a 11 años (042)",3357,3171,186
"De 12 a 16 años (043)",2784,2773,11
"De 17 a 24 años (044)",3521,3490,31
