"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TALARA (000)",42659,13303,11870,14643,848,1021,974
"Sin nivel (001)",632,76,202,291,11,23,29
"Educación inicial (002)",31,12,8,8,,2,1
"Primaria (003)",7953,1002,2471,3601,164,344,371
"Secundaria (004)",16660,3786,5626,6156,284,387,421
"Superior no univ. incompleta (005)",3492,1313,897,1090,62,82,48
"Superior no univ. completa (006)",6791,3087,1679,1737,130,94,64
"Superior univ. incompleta (007)",2256,1075,366,691,64,48,12
"Superior univ. completa (008)",4844,2952,621,1069,133,41,28
"Hombres (010)",31064,8005,11146,10694,637,529,53
"Sin nivel (011)",420,46,177,184,7,6,
"Educación inicial (012)",17,5,7,5,,,
"Primaria (013)",5761,588,2254,2581,122,196,20
"Secundaria (014)",13271,2667,5333,4793,231,226,21
"Superior no univ. incompleta (015)",2494,775,847,791,41,34,6
"Superior no univ. completa (016)",4408,1585,1590,1118,87,27,1
"Superior univ. incompleta (017)",1534,618,347,500,42,26,1
"Superior univ. completa (018)",3159,1721,591,722,107,14,4
"Mujeres (020)",11595,5298,724,3949,211,492,921
"Sin nivel (021)",212,30,25,107,4,17,29
"Educación inicial (022)",14,7,1,3,,2,1
"Primaria (023)",2192,414,217,1020,42,148,351
"Secundaria (024)",3389,1119,293,1363,53,161,400
"Superior no univ. incompleta (025)",998,538,50,299,21,48,42
"Superior no univ. completa (026)",2383,1502,89,619,43,67,63
"Superior univ. incompleta (027)",722,457,19,191,22,22,11
"Superior univ. completa (028)",1685,1231,30,347,26,27,24
,,,,,,,
"URBANA (030)",41644,13111,11575,14203,800,1004,951
"Sin nivel (031)",612,76,189,286,11,21,29
"Educación inicial (032)",31,12,8,8,,2,1
"Primaria (033)",7548,981,2345,3374,152,337,359
"Secundaria (034)",16338,3748,5496,6022,277,380,415
"Superior no univ. incompleta (035)",3447,1295,887,1080,58,81,46
"Superior no univ. completa (036)",6730,3067,1673,1709,126,94,61
"Superior univ. incompleta (037)",2224,1058,363,680,63,48,12
"Superior univ. completa (038)",4714,2874,614,1044,113,41,28
"Hombres (040)",30218,7880,10867,10309,597,515,50
"Sin nivel (041)",401,46,164,179,7,5,
"Educación inicial (042)",17,5,7,5,,,
"Primaria (043)",5405,570,2137,2379,110,191,18
"Secundaria (044)",12975,2637,5206,4668,224,219,21
"Superior no univ. incompleta (045)",2464,764,837,785,40,33,5
"Superior no univ. completa (046)",4372,1579,1586,1095,84,27,1
"Superior univ. incompleta (047)",1514,611,344,490,42,26,1
"Superior univ. completa (048)",3070,1668,586,708,90,14,4
"Mujeres (050)",11426,5231,708,3894,203,489,901
"Sin nivel (051)",211,30,25,107,4,16,29
"Educación inicial (052)",14,7,1,3,,2,1
"Primaria (053)",2143,411,208,995,42,146,341
"Secundaria (054)",3363,1111,290,1354,53,161,394
"Superior no univ. incompleta (055)",983,531,50,295,18,48,41
"Superior no univ. completa (056)",2358,1488,87,614,42,67,60
"Superior univ. incompleta (057)",710,447,19,190,21,22,11
"Superior univ. completa (058)",1644,1206,28,336,23,27,24
,,,,,,,
"RURAL (060)",1015,192,295,440,48,17,23
"Sin nivel (061)",20,,13,5,,2,
"Primaria (063)",405,21,126,227,12,7,12
"Secundaria (064)",322,38,130,134,7,7,6
"Superior no univ. incompleta (065)",45,18,10,10,4,1,2
"Superior no univ. completa (066)",61,20,6,28,4,,3
"Superior univ. incompleta (067)",32,17,3,11,1,,
"Superior univ. completa (068)",130,78,7,25,20,,
"Hombres (070)",846,125,279,385,40,14,3
"Sin nivel (071)",19,,13,5,,1,
"Primaria (073)",356,18,117,202,12,5,2
"Secundaria (074)",296,30,127,125,7,7,
"Superior no univ. incompleta (075)",30,11,10,6,1,1,1
"Superior no univ. completa (076)",36,6,4,23,3,,
"Superior univ. incompleta (077)",20,7,3,10,,,
"Superior univ. completa (078)",89,53,5,14,17,,
"Mujeres (080)",169,67,16,55,8,3,20
"Sin nivel (081)",1,,,,,1,
"Primaria (083)",49,3,9,25,,2,10
"Secundaria (084)",26,8,3,9,,,6
"Superior no univ. incompleta (085)",15,7,,4,3,,1
"Superior no univ. completa (086)",25,14,2,5,1,,3
"Superior univ. incompleta (087)",12,10,,1,1,,
"Superior univ. completa (088)",41,25,2,11,3,,
