"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHANCHAMAYO (000)",146650,38437,47240,33015,21251,6707
"Hombres (001)",77806,19833,24944,17224,11943,3862
"Mujeres (002)",68844,18604,22296,15791,9308,2845
"PEA (003)",66015,1521,24258,22746,14343,3147
"Hombres (004)",47894,1038,17637,15871,10729,2619
"Mujeres (005)",18121,483,6621,6875,3614,528
"Ocupada (006)",64233,1471,23254,22282,14126,3100
"Hombres (007)",46748,1010,17039,15553,10566,2580
"Mujeres (008)",17485,461,6215,6729,3560,520
"Desocupada (009)",1782,50,1004,464,217,47
"Hombres (010)",1146,28,598,318,163,39
"Mujeres (011)",636,22,406,146,54,8
"No PEA (012)",80635,36916,22982,10269,6908,3560
"Hombres (013)",29912,18795,7307,1353,1214,1243
"Mujeres (014)",50723,18121,15675,8916,5694,2317
,,,,,,
"URBANA (018)",84562,22026,27463,19747,11959,3367
"Hombres (019)",42901,11276,13767,9643,6426,1789
"Mujeres (020)",41661,10750,13696,10104,5533,1578
"PEA (021)",37218,630,13322,13889,8115,1262
"Hombres (022)",24322,401,8715,8701,5537,968
"Mujeres (023)",12896,229,4607,5188,2578,294
"Ocupada (024)",35801,606,12562,13482,7926,1225
"Hombres (025)",23424,385,8278,8428,5396,937
"Mujeres (026)",12377,221,4284,5054,2530,288
"Desocupada (027)",1417,24,760,407,189,37
"Hombres (028)",898,16,437,273,141,31
"Mujeres (029)",519,8,323,134,48,6
"No PEA (030)",47344,21396,14141,5858,3844,2105
"Hombres (031)",18579,10875,5052,942,889,821
"Mujeres (032)",28765,10521,9089,4916,2955,1284
,,,,,,
"RURAL (036)",62088,16411,19777,13268,9292,3340
"Hombres (037)",34905,8557,11177,7581,5517,2073
"Mujeres (038)",27183,7854,8600,5687,3775,1267
"PEA (039)",28797,891,10936,8857,6228,1885
"Hombres (040)",23572,637,8922,7170,5192,1651
"Mujeres (041)",5225,254,2014,1687,1036,234
"Ocupada (042)",28432,865,10692,8800,6200,1875
"Hombres (043)",23324,625,8761,7125,5170,1643
"Mujeres (044)",5108,240,1931,1675,1030,232
"Desocupada (045)",365,26,244,57,28,10
"Hombres (046)",248,12,161,45,22,8
"Mujeres (047)",117,14,83,12,6,2
"No PEA (048)",33291,15520,8841,4411,3064,1455
"Hombres (049)",11333,7920,2255,411,325,422
"Mujeres (050)",21958,7600,6586,4000,2739,1033
