"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SUCRE (000)",9045,1576,1127,1468,1492,1055,2327
"Católica (001)",8022,1403,1023,1292,1323,918,2063
"Cristiana/Evangélica (002)",883,142,79,148,150,127,237
"Otra (003)",32,4,5,5,7,3,8
"Ninguna (004)",108,27,20,23,12,7,19
"Hombres (006)",4379,801,555,730,764,502,1027
"Católica (007)",3895,725,509,635,683,435,908
"Cristiana/Evangélica (008)",399,60,30,74,69,60,106
"Otra (009)",14,2,1,3,2,3,3
"Ninguna (010)",71,14,15,18,10,4,10
"Mujeres (012)",4666,775,572,738,728,553,1300
"Católica (013)",4127,678,514,657,640,483,1155
"Cristiana/Evangélica (014)",484,82,49,74,81,67,131
"Otra (015)",18,2,4,2,5,,5
"Ninguna (016)",37,13,5,5,2,3,9
,,,,,,,
"URBANA (018)",5489,1004,647,977,948,616,1297
"Católica (019)",5050,938,598,874,877,569,1194
"Cristiana/Evangélica (020)",362,54,34,85,58,41,90
"Otra (021)",23,2,4,4,6,3,4
"Ninguna (022)",54,10,11,14,7,3,9
"Hombres (024)",2633,509,319,470,479,297,559
"Católica (025)",2419,483,298,414,442,267,515
"Cristiana/Evangélica (026)",166,19,13,41,29,25,39
"Otra (027)",11,1,1,3,2,3,1
"Ninguna (028)",37,6,7,12,6,2,4
"Mujeres (030)",2856,495,328,507,469,319,738
"Católica (031)",2631,455,300,460,435,302,679
"Cristiana/Evangélica (032)",196,35,21,44,29,16,51
"Otra (033)",12,1,3,1,4,,3
"Ninguna (034)",17,4,4,2,1,1,5
,,,,,,,
"RURAL (036)",3556,572,480,491,544,439,1030
"Católica (037)",2972,465,425,418,446,349,869
"Cristiana/Evangélica (038)",521,88,45,63,92,86,147
"Otra (039)",9,2,1,1,1,,4
"Ninguna (040)",54,17,9,9,5,4,10
"Hombres (042)",1746,292,236,260,285,205,468
"Católica (043)",1476,242,211,221,241,168,393
"Cristiana/Evangélica (044)",233,41,17,33,40,35,67
"Otra (045)",3,1,,,,,2
"Ninguna (046)",34,8,8,6,4,2,6
"Mujeres (048)",1810,280,244,231,259,234,562
"Católica (049)",1496,223,214,197,205,181,476
"Cristiana/Evangélica (050)",288,47,28,30,52,51,80
"Otra (051)",6,1,1,1,1,,2
"Ninguna (052)",20,9,1,3,1,2,4
