"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PIURA (000)",499135,58275,89477,36139,318651
"Conviviente (001)",96633,12358,11490,4242,68852
"Separado(a) (002)",16172,1684,2183,825,11558
"Casado(a) (003)",169316,15137,44416,14083,97632
"Viudo(a) (004)",15789,991,4203,1343,9314
"Divorciado(a) (005)",1691,76,542,210,887
"Soltero(a) (006)",199534,28029,26643,15436,130408
"Hombres (008)",242959,23997,41869,20290,158673
"Conviviente (009)",46307,3936,5596,2538,34419
"Separado(a) (010)",3875,175,584,313,2835
"Casado(a) (011)",82738,5852,21970,7989,48102
"Viudo(a) (012)",4306,241,1101,401,2574
"Divorciado(a) (013)",659,29,192,97,349
"Soltero(a) (014)",105074,13764,12426,8952,70394
"Mujeres (016)",256176,34278,47608,15849,159978
"Conviviente (017)",50326,8422,5894,1704,34433
"Separado(a) (018)",12297,1509,1599,512,8723
"Casado(a) (019)",86578,9285,22446,6094,49530
"Viudo(a) (020)",11483,750,3102,942,6740
"Divorciado(a) (021)",1032,47,350,113,538
"Soltero(a) (022)",94460,14265,14217,6484,60014
,,,,,
"URBANA (024)",432696,50684,86093,35063,264198
"Conviviente (025)",83990,10866,11104,4100,58217
"Separado(a) (026)",14997,1534,2154,806,10581
"Casado(a) (027)",143213,12862,42384,13596,76291
"Viudo(a) (028)",13984,875,3925,1275,7971
"Divorciado(a) (029)",1631,73,530,209,843
"Soltero(a) (030)",174881,24474,25996,15077,110295
"Hombres (032)",207838,20798,39951,19579,129326
"Conviviente (033)",40030,3462,5397,2448,28897
"Separado(a) (034)",3548,156,577,301,2546
"Casado(a) (035)",69625,5046,20738,7682,37306
"Viudo(a) (036)",3607,198,975,372,2073
"Divorciado(a) (037)",632,26,185,97,332
"Soltero(a) (038)",90396,11910,12079,8679,58172
"Mujeres (040)",224858,29886,46142,15484,134872
"Conviviente (041)",43960,7404,5707,1652,29320
"Separado(a) (042)",11449,1378,1577,505,8035
"Casado(a) (043)",73588,7816,21646,5914,38985
"Viudo(a) (044)",10377,677,2950,903,5898
"Divorciado(a) (045)",999,47,345,112,511
"Soltero(a) (046)",84485,12564,13917,6398,52123
,,,,,
"RURAL (048)",66439,7591,3384,1076,54453
"Conviviente (049)",12643,1492,386,142,10635
"Separado(a) (050)",1175,150,29,19,977
"Casado(a) (051)",26103,2275,2032,487,21341
"Viudo(a) (052)",1805,116,278,68,1343
"Divorciado(a) (053)",60,3,12,1,44
"Soltero(a) (054)",24653,3555,647,359,20113
"Hombres (056)",35121,3199,1918,711,29347
"Conviviente (057)",6277,474,199,90,5522
"Separado(a) (058)",327,19,7,12,289
"Casado(a) (059)",13113,806,1232,307,10796
"Viudo(a) (060)",699,43,126,29,501
"Divorciado(a) (061)",27,3,7,,17
"Soltero(a) (062)",14678,1854,347,273,12222
"Mujeres (064)",31318,4392,1466,365,25106
"Conviviente (065)",6366,1018,187,52,5113
"Separado(a) (066)",848,131,22,7,688
"Casado(a) (067)",12990,1469,800,180,10545
"Viudo(a) (068)",1106,73,152,39,842
"Divorciado(a) (069)",33,,5,1,27
"Soltero(a) (070)",9975,1701,300,86,7891
