"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CAÑETE (000)",54829,539,1708,3603,6453,10838,19073,12615
"De 12 a 14 años (001)",57,,,,,,8,49
"De 15 a 19 años (002)",1427,,,,,,857,570
"De 20 a 24 años (003)",5849,,,,,29,3492,2328
"De 25 a 29 años (004)",7179,,,,,390,4580,2209
"De 30 a 34 años (005)",7143,,,,5,1224,4377,1537
"De 35 a 39 años (006)",6677,,,,98,2164,3240,1175
"De 40 a 44 años (007)",5801,,,,472,2538,1842,949
"De 45 a 49 años (008)",4621,,,37,1003,2264,592,725
"De 50 y más años (009)",16075,539,1708,3566,4875,2229,85,3073
"PEA (010)",24886,39,246,978,2914,6156,8558,5995
"De 12 a 14 años (011)",5,,,,,,2,3
"De 15 a 19 años (012)",366,,,,,,211,155
"De 20 a 24 años (013)",2273,,,,,16,1237,1020
"De 25 a 29 años (014)",3365,,,,,227,1916,1222
"De 30 a 34 años (015)",3748,,,,3,713,2125,907
"De 35 a 39 años (016)",3789,,,,65,1301,1711,712
"De 40 a 44 años (017)",3387,,,,305,1485,1002,595
"De 45 a 49 años (018)",2630,,,16,574,1301,318,421
"De 50 y más años (019)",5323,39,246,962,1967,1113,36,960
"Ocupada (020)",24232,38,239,967,2873,6029,8327,5759
"De 12 a 14 años (021)",5,,,,,,2,3
"De 15 a 19 años (022)",343,,,,,,200,143
"De 20 a 24 años (023)",2144,,,,,15,1169,960
"De 25 a 29 años (024)",3231,,,,,223,1857,1151
"De 30 a 34 años (025)",3657,,,,3,697,2085,872
"De 35 a 39 años (026)",3710,,,,65,1269,1682,694
"De 40 a 44 años (027)",3307,,,,298,1451,981,577
"De 45 a 49 años (028)",2586,,,16,566,1276,316,412
"De 50 y más años (029)",5249,38,239,951,1941,1098,35,947
"Desocupada (030)",654,1,7,11,41,127,231,236
"De 15 a 19 años (032)",23,,,,,,11,12
"De 20 a 24 años (033)",129,,,,,1,68,60
"De 25 a 29 años (034)",134,,,,,4,59,71
"De 30 a 34 años (035)",91,,,,,16,40,35
"De 35 a 39 años (036)",79,,,,,32,29,18
"De 40 a 44 años (037)",80,,,,7,34,21,18
"De 45 a 49 años (038)",44,,,,8,25,2,9
"De 50 y más años (039)",74,1,7,11,26,15,1,13
"No PEA (040)",29943,500,1462,2625,3539,4682,10515,6620
"De 12 a 14 años (041)",52,,,,,,6,46
"De 15 a 19 años (042)",1061,,,,,,646,415
"De 20 a 24 años (043)",3576,,,,,13,2255,1308
"De 25 a 29 años (044)",3814,,,,,163,2664,987
"De 30 a 34 años (045)",3395,,,,2,511,2252,630
