"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia DANIEL ALCIDES CARRION",,,,,,,,,
"Hogares (001)",11321,219,106,85,50,39,31,44,10747
"Ocupantes presentes (002)",47634,704,398,296,210,186,136,259,45445
"Casa independiente",,,,,,,,,
"Hogares (004)",10582,209,100,79,45,38,25,42,10044
"Ocupantes presentes (005)",44319,650,362,273,190,180,107,242,42315
"Departamento en edificio",,,,,,,,,
"Hogares (007)",6,,,,,,,,6
"Ocupantes presentes (008)",16,,,,,,,,16
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",147,4,1,5,1,,,2,134
"Ocupantes presentes (011)",581,19,6,20,3,,,17,516
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",129,2,4,,3,1,1,,118
"Ocupantes presentes (014)",514,8,25,,10,6,3,,462
"Choza o cabaña",,,,,,,,,
"Hogares (016)",445,4,,1,1,,5,,434
"Ocupantes presentes (017)",2158,27,,3,7,,26,,2095
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",9,,1,,,,,,8
"Ocupantes presentes (023)",36,,5,,,,,,31
"Otro tipo",,,,,,,,,
"Hogares (025)",3,,,,,,,,3
"Ocupantes presentes (026)",10,,,,,,,,10
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",6878,172,88,76,43,34,18,39,6408
"Ocupantes presentes (029)",27802,520,330,265,179,167,76,235,26030
"Casa independiente",,,,,,,,,
"Hogares (031)",6591,166,83,71,39,33,17,37,6145
"Ocupantes presentes (032)",26675,493,299,245,166,161,73,218,25020
"Departamento en edificio",,,,,,,,,
"Hogares (034)",6,,,,,,,,6
"Ocupantes presentes (035)",16,,,,,,,,16
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",147,4,1,5,1,,,2,134
"Ocupantes presentes (038)",581,19,6,20,3,,,17,516
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",129,2,4,,3,1,1,,118
"Ocupantes presentes (041)",514,8,25,,10,6,3,,462
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",3,,,,,,,,3
"Ocupantes presentes (050)",10,,,,,,,,10
"Otro tipo",,,,,,,,,
"Hogares (052)",2,,,,,,,,2
"Ocupantes presentes (053)",6,,,,,,,,6
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",4443,47,18,9,7,5,13,5,4339
"Ocupantes presentes (056)",19832,184,68,31,31,19,60,24,19415
"Casa independiente",,,,,,,,,
"Hogares (058)",3991,43,17,8,6,5,8,5,3899
"Ocupantes presentes (059)",17644,157,63,28,24,19,34,24,17295
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",445,4,,1,1,,5,,434
"Ocupantes presentes (071)",2158,27,,3,7,,26,,2095
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",6,,1,,,,,,5
"Ocupantes presentes (077)",26,,5,,,,,,21
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",4,,,,,,,,4
