"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHUMBIVILCAS (000)",64219,42283,2384,495,19109
"Hombres (001)",32398,20500,1265,303,10359
"Mujeres (002)",31821,21783,1119,192,8750
"PEA (003)",23561,13361,1253,259,8713
"Hombres (004)",14680,7851,767,184,5897
"Mujeres (005)",8881,5510,486,75,2816
"Ocupada (006)",23119,13195,1240,253,8456
"Hombres (007)",14366,7741,761,182,5701
"Mujeres (008)",8753,5454,479,71,2755
"Desocupada (009)",442,166,13,6,257
"Hombres (010)",314,110,6,2,196
"Mujeres (011)",128,56,7,4,61
"No PEA (012)",40658,28922,1131,236,10396
"Hombres (013)",17718,12649,498,119,4462
"Mujeres (014)",22940,16273,633,117,5934
,,,,,
"URBANA (018)",15083,6438,1903,305,6462
"Hombres (019)",7583,3136,1025,197,3242
"Mujeres (020)",7500,3302,878,108,3220
"PEA (021)",6025,1644,1045,183,3167
"Hombres (022)",3666,912,644,140,1983
"Mujeres (023)",2359,732,401,43,1184
"Ocupada (024)",5769,1570,1036,177,3000
"Hombres (025)",3488,863,639,138,1861
"Mujeres (026)",2281,707,397,39,1139
"Desocupada (027)",256,74,9,6,167
"Hombres (028)",178,49,5,2,122
"Mujeres (029)",78,25,4,4,45
"No PEA (030)",9058,4794,858,122,3295
"Hombres (031)",3917,2224,381,57,1259
"Mujeres (032)",5141,2570,477,65,2036
,,,,,
"RURAL (036)",49136,35845,481,190,12647
"Hombres (037)",24815,17364,240,106,7117
"Mujeres (038)",24321,18481,241,84,5530
"PEA (039)",17536,11717,208,76,5546
"Hombres (040)",11014,6939,123,44,3914
"Mujeres (041)",6522,4778,85,32,1632
"Ocupada (042)",17350,11625,204,76,5456
"Hombres (043)",10878,6878,122,44,3840
"Mujeres (044)",6472,4747,82,32,1616
"Desocupada (045)",186,92,4,,90
"Hombres (046)",136,61,1,,74
"Mujeres (047)",50,31,3,,16
"No PEA (048)",31600,24128,273,114,7101
"Hombres (049)",13801,10425,117,62,3203
"Mujeres (050)",17799,13703,156,52,3898
