"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LAMBAYEQUE (000)",5285,197,2636,1231,934,287
"Sin nivel (001)",265,27,47,50,72,69
"Educación inicial (002)",12,1,9,2,,
"Primaria (003)",1953,143,679,449,491,191
"Secundaria (004)",2035,26,1267,465,260,17
"Superior no univ. incompleta (005)",188,,133,34,19,2
"Superior no univ. completa (006)",335,,194,107,33,1
"Superior univ. incompleta (007)",166,,135,22,6,3
"Superior univ. completa (008)",331,,172,102,53,4
"Hombres (010)",4071,139,1839,982,839,272
"Sin nivel (011)",218,19,40,34,62,63
"Educación inicial (012)",11,1,8,2,,
"Primaria (013)",1599,101,473,389,452,184
"Secundaria (014)",1643,18,968,406,236,15
"Superior no univ. incompleta (015)",114,,71,26,15,2
"Superior no univ. completa (016)",186,,103,58,24,1
"Superior univ. incompleta (017)",110,,88,13,6,3
"Superior univ. completa (018)",190,,88,54,44,4
"Mujeres (020)",1214,58,797,249,95,15
"Sin nivel (021)",47,8,7,16,10,6
"Educación inicial (022)",1,,1,,,
"Primaria (023)",354,42,206,60,39,7
"Secundaria (024)",392,8,299,59,24,2
"Superior no univ. incompleta (025)",74,,62,8,4,
"Superior no univ. completa (026)",149,,91,49,9,
"Superior univ. incompleta (027)",56,,47,9,,
"Superior univ. completa (028)",141,,84,48,9,
,,,,,,
"Area Urbana (030)",2701,48,1388,645,500,120
"Sin nivel (031)",87,5,8,24,29,21
"Educación inicial (032)",5,,4,1,,
"Primaria (033)",646,28,194,163,188,73
"Secundaria (034)",1088,15,643,239,175,16
"Superior no univ. incompleta (035)",154,,111,25,16,2
"Superior no univ. completa (036)",274,,150,90,33,1
"Superior univ. incompleta (037)",156,,127,20,6,3
"Superior univ. completa (038)",291,,151,83,53,4
"Hombres (040)",1966,37,924,471,423,111
"Sin nivel (041)",66,4,7,15,23,17
"Educación inicial (042)",5,,4,1,,
"Primaria (043)",536,23,149,133,161,70
"Secundaria (044)",854,10,475,202,153,14
"Superior no univ. incompleta (045)",88,,56,18,12,2
"Superior no univ. completa (046)",147,,77,45,24,1
"Superior univ. incompleta (047)",103,,82,12,6,3
"Superior univ. completa (048)",167,,74,45,44,4
"Mujeres (050)",735,11,464,174,77,9
"Sin nivel (051)",21,1,1,9,6,4
"Primaria (053)",110,5,45,30,27,3
"Secundaria (054)",234,5,168,37,22,2
"Superior no univ. incompleta (055)",66,,55,7,4,
"Superior no univ. completa (056)",127,,73,45,9,
"Superior univ. incompleta (057)",53,,45,8,,
"Superior univ. completa (058)",124,,77,38,9,
,,,,,,
"Area Rural (060)",2584,149,1248,586,434,167
"Sin nivel (061)",178,22,39,26,43,48
"Educación inicial (062)",7,1,5,1,,
"Primaria (063)",1307,115,485,286,303,118
"Secundaria (064)",947,11,624,226,85,1
"Superior no univ. incompleta (065)",34,,22,9,3,
"Superior no univ. completa (066)",61,,44,17,,
"Superior univ. incompleta (067)",10,,8,2,,
"Superior univ. completa (068)",40,,21,19,,
"Hombres (070)",2105,102,915,511,416,161
"Sin nivel (071)",152,15,33,19,39,46
"Educación inicial (072)",6,1,4,1,,
"Primaria (073)",1063,78,324,256,291,114
"Secundaria (074)",789,8,493,204,83,1
"Superior no univ. incompleta (075)",26,,15,8,3,
"Superior no univ. completa (076)",39,,26,13,,
"Superior univ. incompleta (077)",7,,6,1,,
"Superior univ. completa (078)",23,,14,9,,
"Mujeres (080)",479,47,333,75,18,6
"Sin nivel (081)",26,7,6,7,4,2
"Educación inicial (082)",1,,1,,,
"Primaria (083)",244,37,161,30,12,4
"Secundaria (084)",158,3,131,22,2,
"Superior no univ. incompleta (085)",8,,7,1,,
"Superior no univ. completa (086)",22,,18,4,,
"Superior univ. incompleta (087)",3,,2,1,,
"Superior univ. completa (088)",17,,7,10,,
