"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia OTUZCO",,,,,,,,,
"Viviendas particulares (001)",715,561,53,6,33,3,3,6,50
"Ocupantes presentes (002)",2935,2238,242,25,147,14,13,27,229
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",708,554,53,6,33,3,3,6,50
"Ocupantes presentes (005)",2901,2204,242,25,147,14,13,27,229
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",1,1,,,,,,,
"Ocupantes presentes (008)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3,3,,,,,,,
"Ocupantes presentes (011)",15,15,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2,2,,,,,,,
"Ocupantes presentes (014)",11,11,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",3,3,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",358,333,12,2,,,,,11
"Ocupantes presentes (029)",1394,1293,47,6,,,,,48
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",351,326,12,2,,,,,11
"Ocupantes presentes (032)",1360,1259,47,6,,,,,48
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",1,1,,,,,,,
"Ocupantes presentes (035)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3,3,,,,,,,
"Ocupantes presentes (038)",15,15,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2,2,,,,,,,
"Ocupantes presentes (041)",11,11,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",3,3,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",357,228,41,4,33,3,3,6,39
"Ocupantes presentes (056)",1541,945,195,19,147,14,13,27,181
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",357,228,41,4,33,3,3,6,39
"Ocupantes presentes (059)",1541,945,195,19,147,14,13,27,181
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
