"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CASMA",,,,
"Viviendas particulares (001)",8012,6398,479,1135
"Ocupantes presentes (002)",33184,27505,2063,3616
"Casa independiente",,,,
"Viviendas particulares (004)",7859,6303,452,1104
"Ocupantes presentes (005)",32671,27184,1971,3516
"Departamento en edificio",,,,
"Viviendas particulares (007)",27,26,1,
"Ocupantes presentes (008)",81,80,1,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",42,37,5,
"Ocupantes presentes (011)",135,121,14,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",17,16,1,
"Ocupantes presentes (014)",49,41,8,
"Choza o cabaña",,,,
"Viviendas particulares (016)",1,,,1
"Ocupantes presentes (017)",7,,,7
"Vivienda improvisada",,,,
"Viviendas particulares (019)",60,10,20,30
"Ocupantes presentes (020)",206,44,69,93
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",6,6,,
"Ocupantes presentes (023)",35,35,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",7094,6083,404,607
"Ocupantes presentes (029)",30008,26256,1753,1999
"Casa independiente",,,,
"Viviendas particulares (031)",6946,5989,378,579
"Ocupantes presentes (032)",29512,25940,1665,1907
"Departamento en edificio",,,,
"Viviendas particulares (034)",27,26,1,
"Ocupantes presentes (035)",81,80,1,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",42,37,5,
"Ocupantes presentes (038)",135,121,14,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",17,16,1,
"Ocupantes presentes (041)",49,41,8,
"Choza o cabaña",,,,
"Viviendas particulares (043)",1,,,1
"Ocupantes presentes (044)",7,,,7
"Vivienda improvisada",,,,
"Viviendas particulares (046)",56,10,19,27
"Ocupantes presentes (047)",194,44,65,85
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",5,5,,
"Ocupantes presentes (050)",30,30,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",918,315,75,528
"Ocupantes presentes (056)",3176,1249,310,1617
"Casa independiente",,,,
"Viviendas particulares (058)",913,314,74,525
"Ocupantes presentes (059)",3159,1244,306,1609
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",4,,1,3
"Ocupantes presentes (074)",12,,4,8
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,1,,
"Ocupantes presentes (077)",5,5,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",6645,5358,180,1107
"Ocupantes presentes (110)",27504,23204,799,3501
"Casa independiente",,,,
"Viviendas particulares (112)",6494,5264,153,1077
"Ocupantes presentes (113)",27003,22888,707,3408
"Departamento en edificio",,,,
"Viviendas particulares (115)",27,26,1,
"Ocupantes presentes (116)",81,80,1,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",42,37,5,
"Ocupantes presentes (119)",135,121,14,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",17,16,1,
"Ocupantes presentes (122)",49,41,8,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",60,10,20,30
"Ocupantes presentes (128)",206,44,69,93
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",5,5,,
"Ocupantes presentes (131)",30,30,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",5989,5248,159,582
"Ocupantes presentes (137)",25401,22795,713,1893
"Casa independiente",,,,
"Viviendas particulares (139)",5842,5154,133,555
"Ocupantes presentes (140)",24912,22479,625,1808
"Departamento en edificio",,,,
"Viviendas particulares (142)",27,26,1,
"Ocupantes presentes (143)",81,80,1,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",42,37,5,
"Ocupantes presentes (146)",135,121,14,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",17,16,1,
"Ocupantes presentes (149)",49,41,8,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",56,10,19,27
"Ocupantes presentes (155)",194,44,65,85
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",5,5,,
"Ocupantes presentes (158)",30,30,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",656,110,21,525
"Ocupantes presentes (164)",2103,409,86,1608
"Casa independiente",,,,
"Viviendas particulares (166)",652,110,20,522
"Ocupantes presentes (167)",2091,409,82,1600
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",4,,1,3
"Ocupantes presentes (182)",12,,4,8
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1367,1040,299,28
"Ocupantes presentes (218)",5680,4301,1264,115
"Casa independiente",,,,
"Viviendas particulares (220)",1365,1039,299,27
"Ocupantes presentes (221)",5668,4296,1264,108
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",1,,,1
"Ocupantes presentes (233)",7,,,7
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",1,1,,
"Ocupantes presentes (239)",5,5,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1105,835,245,25
"Ocupantes presentes (245)",4607,3461,1040,106
"Casa independiente",,,,
"Viviendas particulares (247)",1104,835,245,24
"Ocupantes presentes (248)",4600,3461,1040,99
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",1,,,1
"Ocupantes presentes (260)",7,,,7
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",262,205,54,3
"Ocupantes presentes (272)",1073,840,224,9
"Casa independiente",,,,
"Viviendas particulares (274)",261,204,54,3
"Ocupantes presentes (275)",1068,835,224,9
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (292)",1,1,,
"Ocupantes presentes (293)",5,5,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
