"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CHACHAPOYAS",,,,
"Viviendas particulares (001)",8538,6027,2400,111
"Ocupantes presentes (002)",31856,23161,8213,482
"Casa independiente",,,,
"Viviendas particulares (004)",7093,5466,1517,110
"Ocupantes presentes (005)",27483,21173,5832,478
"Departamento en edificio",,,,
"Viviendas particulares (007)",97,70,27,
"Ocupantes presentes (008)",283,223,60,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",223,175,48,
"Ocupantes presentes (011)",740,586,154,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",1121,313,807,1
"Ocupantes presentes (014)",3331,1169,2158,4
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,,1,
"Ocupantes presentes (020)",9,,9,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",3,3,,
"Ocupantes presentes (023)",10,10,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",8058,5781,2186,91
"Ocupantes presentes (029)",29913,22131,7379,403
"Casa independiente",,,,
"Viviendas particulares (031)",6624,5227,1307,90
"Ocupantes presentes (032)",25589,20177,5013,399
"Departamento en edificio",,,,
"Viviendas particulares (034)",97,70,27,
"Ocupantes presentes (035)",283,223,60,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",223,175,48,
"Ocupantes presentes (038)",740,586,154,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",1110,306,803,1
"Ocupantes presentes (041)",3282,1135,2143,4
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1,,1,
"Ocupantes presentes (047)",9,,9,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",3,3,,
"Ocupantes presentes (050)",10,10,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",480,246,214,20
"Ocupantes presentes (056)",1943,1030,834,79
"Casa independiente",,,,
"Viviendas particulares (058)",469,239,210,20
"Ocupantes presentes (059)",1894,996,819,79
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",11,7,4,
"Ocupantes presentes (068)",49,34,15,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",7079,5449,1577,53
"Ocupantes presentes (110)",26001,20758,5025,218
"Casa independiente",,,,
"Viviendas particulares (112)",5634,4888,694,52
"Ocupantes presentes (113)",21628,18770,2644,214
"Departamento en edificio",,,,
"Viviendas particulares (115)",97,70,27,
"Ocupantes presentes (116)",283,223,60,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",223,175,48,
"Ocupantes presentes (119)",740,586,154,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",1121,313,807,1
"Ocupantes presentes (122)",3331,1169,2158,4
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,,1,
"Ocupantes presentes (128)",9,,9,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",3,3,,
"Ocupantes presentes (131)",10,10,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",6899,5323,1532,44
"Ocupantes presentes (137)",25298,20255,4863,180
"Casa independiente",,,,
"Viviendas particulares (139)",5465,4769,653,43
"Ocupantes presentes (140)",20974,18301,2497,176
"Departamento en edificio",,,,
"Viviendas particulares (142)",97,70,27,
"Ocupantes presentes (143)",283,223,60,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",223,175,48,
"Ocupantes presentes (146)",740,586,154,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",1110,306,803,1
"Ocupantes presentes (149)",3282,1135,2143,4
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1,,1,
"Ocupantes presentes (155)",9,,9,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",3,3,,
"Ocupantes presentes (158)",10,10,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",180,126,45,9
"Ocupantes presentes (164)",703,503,162,38
"Casa independiente",,,,
"Viviendas particulares (166)",169,119,41,9
"Ocupantes presentes (167)",654,469,147,38
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",11,7,4,
"Ocupantes presentes (176)",49,34,15,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1459,578,823,58
"Ocupantes presentes (218)",5855,2403,3188,264
"Casa independiente",,,,
"Viviendas particulares (220)",1459,578,823,58
"Ocupantes presentes (221)",5855,2403,3188,264
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1159,458,654,47
"Ocupantes presentes (245)",4615,1876,2516,223
"Casa independiente",,,,
"Viviendas particulares (247)",1159,458,654,47
"Ocupantes presentes (248)",4615,1876,2516,223
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",300,120,169,11
"Ocupantes presentes (272)",1240,527,672,41
"Casa independiente",,,,
"Viviendas particulares (274)",300,120,169,11
"Ocupantes presentes (275)",1240,527,672,41
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
