"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SAN IGNACIO (000)",28848,541,14582,7890,1969,546,222,64,9,,3025
"Conviviente (001)",15356,311,8098,4163,989,255,78,29,1,,1432
"Separado(a) (002)",1570,37,755,468,141,35,21,3,1,,109
"Casado(a) (003)",8163,122,4246,2411,597,186,84,19,5,,493
"Viudo(a) (004)",1805,38,937,492,121,37,31,9,1,,139
"Divorciado(a) (005)",155,4,64,46,11,8,1,1,,,20
"Soltero(a) (006)",1799,29,482,310,110,25,7,3,1,,832
,,,,,,,,,,,
"URBANA (008)",4957,69,2029,1474,510,176,71,19,4,,605
"Conviviente (009)",2264,31,992,700,215,74,19,8,1,,224
"Separado(a) (010)",355,11,144,120,37,8,10,1,1,,23
"Casado(a) (011)",1484,12,612,467,184,71,33,7,1,,97
"Viudo(a) (012)",312,9,146,89,27,10,8,2,1,,20
"Divorciado(a) (013)",28,,9,8,4,2,1,1,,,3
"Soltero(a) (014)",514,6,126,90,43,11,,,,,238
,,,,,,,,,,,
"RURAL (016)",23891,472,12553,6416,1459,370,151,45,5,,2420
"Conviviente (017)",13092,280,7106,3463,774,181,59,21,,,1208
"Separado(a) (018)",1215,26,611,348,104,27,11,2,,,86
"Casado(a) (019)",6679,110,3634,1944,413,115,51,12,4,,396
"Viudo(a) (020)",1493,29,791,403,94,27,23,7,,,119
"Divorciado(a) (021)",127,4,55,38,7,6,,,,,17
"Soltero(a) (022)",1285,23,356,220,67,14,7,3,1,,594
