"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANCABAMBA (000)",115535,45485,5291,769,64048
"Sin Nivel (001)",28190,10720,468,59,16953
"Educación Inicial (002)",3278,2618,137,10,515
"Primaria (003)",58701,24856,1499,193,32173
"Secundaria (004)",18739,6773,1104,169,10704
"Sup. no Univ. Incompleta (005)",1712,175,245,40,1253
"Sup. no Univ. Completa (006)",2708,183,947,133,1449
"Sup. Univ. Incompleta (007)",761,86,168,55,455
"Sup. Univ. Completa (008)",1446,74,723,110,546
"Hombres (010)",57923,21643,2697,449,33167
"Sin Nivel (011)",10332,4463,217,23,5634
"Educación Inicial (012)",1634,1292,76,5,261
"Primaria (013)",31435,12085,749,104,18508
"Secundaria (014)",10897,3548,575,103,6680
"Sup. no Univ. Incompleta (015)",874,73,132,30,640
"Sup. no Univ. Completa (016)",1468,98,447,82,842
"Sup. Univ. Incompleta (017)",469,41,99,38,293
"Sup. Univ. Completa (018)",814,43,402,64,309
"Mujeres (020)",57612,23842,2594,320,30881
"Sin Nivel (021)",17858,6257,251,36,11319
"Educación Inicial (022)",1644,1326,61,5,254
"Primaria (023)",27266,12771,750,89,13665
"Secundaria (024)",7842,3225,529,66,4024
"Sup. no Univ. Incompleta (025)",838,102,113,10,613
"Sup. no Univ. Completa (026)",1240,85,500,51,607
"Sup. Univ. Incompleta (027)",292,45,69,17,162
"Sup. Univ. Completa (028)",632,31,321,46,237
,,,,,
"URBANA (030)",14551,2961,3155,482,7978
"Sin Nivel (031)",1493,403,206,24,862
"Educación Inicial (032)",375,201,79,5,90
"Primaria (033)",4749,1281,716,103,2651
"Secundaria (034)",4018,845,702,117,2360
"Sup. no Univ. Incompleta (035)",865,70,146,30,620
"Sup. no Univ. Completa (036)",1601,82,666,86,771
"Sup. Univ. Incompleta (037)",451,36,120,41,257
"Sup. Univ. Completa (038)",999,43,520,76,367
"Hombres (040)",7153,1427,1534,282,3927
"Sin Nivel (041)",578,192,106,10,271
"Educación Inicial (042)",190,94,43,2,51
"Primaria (043)",2307,615,352,59,1283
"Secundaria (044)",2157,426,353,69,1315
"Sup. no Univ. Incompleta (045)",406,29,62,22,294
"Sup. no Univ. Completa (046)",753,37,282,51,384
"Sup. Univ. Incompleta (047)",247,11,66,26,146
"Sup. Univ. Completa (048)",515,23,270,43,183
"Mujeres (050)",7398,1534,1621,200,4051
"Sin Nivel (051)",915,211,100,14,591
"Educación Inicial (052)",185,107,36,3,39
"Primaria (053)",2442,666,364,44,1368
"Secundaria (054)",1861,419,349,48,1045
"Sup. no Univ. Incompleta (055)",459,41,84,8,326
"Sup. no Univ. Completa (056)",848,45,384,35,387
"Sup. Univ. Incompleta (057)",204,25,54,15,111
"Sup. Univ. Completa (058)",484,20,250,33,184
,,,,,
"RURAL (060)",100984,42524,2136,287,56070
"Sin Nivel (061)",26697,10317,262,35,16091
"Educación Inicial (062)",2903,2417,58,5,425
"Primaria (063)",53952,23575,783,90,29522
"Secundaria (064)",14721,5928,402,52,8344
"Sup. no Univ. Incompleta (065)",847,105,99,10,633
"Sup. no Univ. Completa (066)",1107,101,281,47,678
"Sup. Univ. Incompleta (067)",310,50,48,14,198
"Sup. Univ. Completa (068)",447,31,203,34,179
"Hombres (070)",50770,20216,1163,167,29240
"Sin Nivel (071)",9754,4271,111,13,5363
"Educación Inicial (072)",1444,1198,33,3,210
"Primaria (073)",29128,11470,397,45,17225
"Secundaria (074)",8740,3122,222,34,5365
"Sup. no Univ. Incompleta (075)",468,44,70,8,346
"Sup. no Univ. Completa (076)",715,61,165,31,458
"Sup. Univ. Incompleta (077)",222,30,33,12,147
"Sup. Univ. Completa (078)",299,20,132,21,126
"Mujeres (080)",50214,22308,973,120,26830
"Sin Nivel (081)",16943,6046,151,22,10728
"Educación Inicial (082)",1459,1219,25,2,215
"Primaria (083)",24824,12105,386,45,12297
"Secundaria (084)",5981,2806,180,18,2979
"Sup. no Univ. Incompleta (085)",379,61,29,2,287
"Sup. no Univ. Completa (086)",392,40,116,16,220
"Sup. Univ. Incompleta (087)",88,20,15,2,51
"Sup. Univ. Completa (088)",148,11,71,13,53
