"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCAYO (000)",172189,5735,137,29135,62707,11661,18187,12382,32245
"Empleado (001)",55524,262,17,1898,11551,4214,9538,5724,22320
"Obrero (002)",22378,860,20,5229,11809,1332,1442,860,826
"Trabajador independiente (003)",74811,3390,46,16419,31526,5011,6096,4691,7632
"Empleador o patrono (004)",3897,89,3,496,1372,255,394,415,873
"Trabajador familiar no remunerado (005)",12036,934,43,4113,4663,610,553,595,525
"Trabajador del hogar (006)",3543,200,8,980,1786,239,164,97,69
"Hombres (008)",99955,1564,62,15421,40914,7001,9178,7862,17953
"Empleado (009)",29630,52,7,952,7167,2375,4239,3321,11517
"Obrero (010)",18170,355,14,3878,10228,1082,1201,733,679
"Trabajador independiente (011)",44785,962,19,8829,20332,3116,3333,3247,4947
"Empleador o patrono (012)",2628,26,3,292,956,170,245,298,638
"Trabajador familiar no remunerado (013)",4572,160,19,1434,2141,245,155,254,164
"Trabajador del hogar (014)",170,9,,36,90,13,5,9,8
"Mujeres (016)",72234,4171,75,13714,21793,4660,9009,4520,14292
"Empleado (017)",25894,210,10,946,4384,1839,5299,2403,10803
"Obrero (018)",4208,505,6,1351,1581,250,241,127,147
"Trabajador independiente (019)",30026,2428,27,7590,11194,1895,2763,1444,2685
"Empleador o patrono (020)",1269,63,,204,416,85,149,117,235
"Trabajador familiar no remunerado (021)",7464,774,24,2679,2522,365,398,341,361
"Trabajador del hogar (022)",3373,191,8,944,1696,226,159,88,61
,,,,,,,,,
"URBANA (024)",154623,4015,121,22112,55995,11171,17537,12075,31597
"Empleado (025)",54082,250,17,1763,11079,4096,9304,5622,21951
"Obrero (026)",19205,614,18,4052,10308,1262,1351,818,782
"Trabajador independiente (027)",65710,2430,41,12575,28059,4774,5830,4569,7432
"Empleador o patrono (028)",3661,75,2,423,1270,244,381,406,860
"Trabajador familiar no remunerado (029)",8613,466,35,2393,3571,566,510,567,505
"Trabajador del hogar (030)",3352,180,8,906,1708,229,161,93,67
"Hombres (032)",88321,857,54,10952,35851,6654,8769,7647,17537
"Empleado (033)",28783,52,7,881,6857,2297,4114,3267,11308
"Obrero (034)",15733,248,13,3042,8943,1023,1127,696,641
"Trabajador independiente (035)",38151,468,16,5996,17630,2943,3153,3148,4797
"Empleador o patrono (036)",2455,19,2,240,876,163,236,290,629
"Trabajador familiar no remunerado (037)",3041,62,16,762,1459,215,135,238,154
"Trabajador del hogar (038)",158,8,,31,86,13,4,8,8
"Mujeres (040)",66302,3158,67,11160,20144,4517,8768,4428,14060
"Empleado (041)",25299,198,10,882,4222,1799,5190,2355,10643
"Obrero (042)",3472,366,5,1010,1365,239,224,122,141
"Trabajador independiente (043)",27559,1962,25,6579,10429,1831,2677,1421,2635
"Empleador o patrono (044)",1206,56,,183,394,81,145,116,231
"Trabajador familiar no remunerado (045)",5572,404,19,1631,2112,351,375,329,351
"Trabajador del hogar (046)",3194,172,8,875,1622,216,157,85,59
,,,,,,,,,
"RURAL (048)",17566,1720,16,7023,6712,490,650,307,648
"Empleado (049)",1442,12,,135,472,118,234,102,369
"Obrero (050)",3173,246,2,1177,1501,70,91,42,44
"Trabajador independiente (051)",9101,960,5,3844,3467,237,266,122,200
"Empleador o patrono (052)",236,14,1,73,102,11,13,9,13
"Trabajador familiar no remunerado (053)",3423,468,8,1720,1092,44,43,28,20
"Trabajador del hogar (054)",191,20,,74,78,10,3,4,2
"Hombres (056)",11634,707,8,4469,5063,347,409,215,416
"Empleado (057)",847,,,71,310,78,125,54,209
"Obrero (058)",2437,107,1,836,1285,59,74,37,38
"Trabajador independiente (059)",6634,494,3,2833,2702,173,180,99,150
"Empleador o patrono (060)",173,7,1,52,80,7,9,8,9
"Trabajador familiar no remunerado (061)",1531,98,3,672,682,30,20,16,10
"Trabajador del hogar (062)",12,1,,5,4,,1,1,
"Mujeres (064)",5932,1013,8,2554,1649,143,241,92,232
"Empleado (065)",595,12,,64,162,40,109,48,160
"Obrero (066)",736,139,1,341,216,11,17,5,6
"Trabajador independiente (067)",2467,466,2,1011,765,64,86,23,50
"Empleador o patrono (068)",63,7,,21,22,4,4,1,4
"Trabajador familiar no remunerado (069)",1892,370,5,1048,410,14,23,12,10
"Trabajador del hogar (070)",179,19,,69,74,10,2,3,2
