"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SANTA (000)",375430,13629,76053,74791,63567,55428,38509,26232,27221
"Quechua (001)",9005,71,629,954,1083,1179,1348,1452,2289
"Aymara (002)",105,,10,13,16,14,12,22,18
"Ashaninca (003)",36,2,6,7,3,8,4,1,5
"Otra lengua nativa (004)",274,6,55,55,37,54,25,20,22
"Castellano (005)",365507,13537,75268,73665,62337,54092,37058,24697,24853
"Idioma extranjero (006)",138,2,12,26,18,32,26,11,11
"Es sordomudo/a (007)",365,11,73,71,73,49,36,29,23
"Hombres (009)",187062,7015,38608,37743,31169,27024,18355,13080,14068
"Quechua (010)",4259,35,318,472,546,567,625,665,1031
"Aymara (011)",50,,3,7,8,7,2,12,11
"Ashaninca (012)",25,1,4,5,2,5,3,1,4
"Otra lengua nativa (013)",139,5,31,29,14,26,12,11,11
"Castellano (014)",182308,6969,38216,37165,30546,26364,17680,12373,12995
"Idioma extranjero (015)",81,,5,18,11,23,15,3,6
"Es sordomudo/a (016)",200,5,31,47,42,32,18,15,10
"Mujeres (018)",188368,6614,37445,37048,32398,28404,20154,13152,13153
"Quechua (019)",4746,36,311,482,537,612,723,787,1258
"Aymara (020)",55,,7,6,8,7,10,10,7
"Ashaninca (021)",11,1,2,2,1,3,1,,1
"Otra lengua nativa (022)",135,1,24,26,23,28,13,9,11
"Castellano (023)",183199,6568,37052,36500,31791,27728,19378,12324,11858
"Idioma extranjero (024)",57,2,7,8,7,9,11,8,5
"Es sordomudo/a (025)",165,6,42,24,31,17,18,14,13
,,,,,,,,,
"URBANA (027)",351058,12532,70169,69977,59927,52378,36201,24682,25192
"Quechua (028)",6144,13,176,584,691,829,996,1119,1736
"Aymara (029)",100,,9,13,15,13,12,22,16
"Ashaninca (030)",36,2,6,7,3,8,4,1,5
"Otra lengua nativa (031)",272,6,53,55,37,54,25,20,22
"Castellano (032)",344055,12499,69855,69229,59100,51398,35107,23484,23383
"Idioma extranjero (033)",138,2,12,26,18,32,26,11,11
"Es sordomudo/a (034)",313,10,58,63,63,44,31,25,19
"Hombres (036)",173978,6445,35476,35120,29218,25381,17087,12247,13004
"Quechua (037)",2809,6,86,269,342,395,451,499,761
"Aymara (038)",47,,3,7,7,7,2,12,9
"Ashaninca (039)",25,1,4,5,2,5,3,1,4
"Otra lengua nativa (040)",138,5,30,29,14,26,12,11,11
"Castellano (041)",170707,6429,35321,34751,28808,24894,16590,11710,12204
"Idioma extranjero (042)",81,,5,18,11,23,15,3,6
"Es sordomudo/a (043)",171,4,27,41,34,31,14,11,9
"Mujeres (045)",177080,6087,34693,34857,30709,26997,19114,12435,12188
"Quechua (046)",3335,7,90,315,349,434,545,620,975
"Aymara (047)",53,,6,6,8,6,10,10,7
"Ashaninca (048)",11,1,2,2,1,3,1,,1
"Otra lengua nativa (049)",134,1,23,26,23,28,13,9,11
"Castellano (050)",173348,6070,34534,34478,30292,26504,18517,11774,11179
"Idioma extranjero (051)",57,2,7,8,7,9,11,8,5
"Es sordomudo/a (052)",142,6,31,22,29,13,17,14,10
,,,,,,,,,
"RURAL (054)",24372,1097,5884,4814,3640,3050,2308,1550,2029
"Quechua (055)",2861,58,453,370,392,350,352,333,553
"Aymara (056)",5,,1,,1,1,,,2
"Otra lengua nativa (058)",2,,2,,,,,,
"Castellano (059)",21452,1038,5413,4436,3237,2694,1951,1213,1470
"Es sordomudo/a (061)",52,1,15,8,10,5,5,4,4
"Hombres (063)",13084,570,3132,2623,1951,1643,1268,833,1064
"Quechua (064)",1450,29,232,203,204,172,174,166,270
"Aymara (065)",3,,,,1,,,,2
"Otra lengua nativa (067)",1,,1,,,,,,
"Castellano (068)",11601,540,2895,2414,1738,1470,1090,663,791
"Es sordomudo/a (070)",29,1,4,6,8,1,4,4,1
"Mujeres (072)",11288,527,2752,2191,1689,1407,1040,717,965
"Quechua (073)",1411,29,221,167,188,178,178,167,283
"Aymara (074)",2,,1,,,1,,,
"Otra lengua nativa (076)",1,,1,,,,,,
"Castellano (077)",9851,498,2518,2022,1499,1224,861,550,679
"Es sordomudo/a (079)",23,,11,2,2,4,1,,3
