"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SIHUAS (000)",28564,10962,2232,292,15090
"Sin Nivel (001)",7465,2729,174,32,4532
"Educación Inicial (002)",1054,802,77,13,163
"Primaria (003)",11327,5354,508,109,5361
"Secundaria (004)",5907,1901,452,66,3490
"Sup. no Univ. Incompleta (005)",620,67,76,8,469
"Sup. no Univ. Completa (006)",907,47,399,33,429
"Sup. Univ. Incompleta (007)",510,30,98,8,374
"Sup. Univ. Completa (008)",774,32,448,23,272
"Hombres (010)",14045,5254,1122,172,7504
"Sin Nivel (011)",2556,1113,68,12,1363
"Educación Inicial (012)",544,420,46,7,72
"Primaria (013)",5743,2582,243,57,2864
"Secundaria (014)",3548,1040,229,43,2238
"Sup. no Univ. Incompleta (015)",400,40,37,6,317
"Sup. no Univ. Completa (016)",536,28,210,26,273
"Sup. Univ. Incompleta (017)",264,16,44,5,199
"Sup. Univ. Completa (018)",454,15,245,16,178
"Mujeres (020)",14519,5708,1110,120,7586
"Sin Nivel (021)",4909,1616,106,20,3169
"Educación Inicial (022)",510,382,31,6,91
"Primaria (023)",5584,2772,265,52,2497
"Secundaria (024)",2359,861,223,23,1252
"Sup. no Univ. Incompleta (025)",220,27,39,2,152
"Sup. no Univ. Completa (026)",371,19,189,7,156
"Sup. Univ. Incompleta (027)",246,14,54,3,175
"Sup. Univ. Completa (028)",320,17,203,7,94
,,,,,
"URBANA (030)",7485,1702,1770,168,3851
"Sin Nivel (031)",1025,310,109,21,586
"Educación Inicial (032)",210,94,63,4,49
"Primaria (033)",2298,743,388,51,1118
"Secundaria (034)",1968,450,350,30,1139
"Sup. no Univ. Incompleta (035)",333,31,55,8,239
"Sup. no Univ. Completa (036)",664,30,334,29,272
"Sup. Univ. Incompleta (037)",366,18,87,6,255
"Sup. Univ. Completa (038)",621,26,384,19,193
"Hombres (040)",3740,820,890,103,1930
"Sin Nivel (041)",334,136,48,7,143
"Educación Inicial (042)",108,44,40,1,23
"Primaria (043)",1129,354,190,26,560
"Secundaria (044)",1085,234,180,22,650
"Sup. no Univ. Incompleta (045)",193,17,25,6,145
"Sup. no Univ. Completa (046)",358,15,166,24,154
"Sup. Univ. Incompleta (047)",182,9,38,5,130
"Sup. Univ. Completa (048)",351,11,203,12,125
"Mujeres (050)",3745,882,880,65,1921
"Sin Nivel (051)",691,174,61,14,443
"Educación Inicial (052)",102,50,23,3,26
"Primaria (053)",1169,389,198,25,558
"Secundaria (054)",883,216,170,8,489
"Sup. no Univ. Incompleta (055)",140,14,30,2,94
"Sup. no Univ. Completa (056)",306,15,168,5,118
"Sup. Univ. Incompleta (057)",184,9,49,1,125
"Sup. Univ. Completa (058)",270,15,181,7,68
,,,,,
"RURAL (060)",21079,9260,462,124,11239
"Sin Nivel (061)",6440,2419,65,11,3946
"Educación Inicial (062)",844,708,14,9,114
"Primaria (063)",9029,4611,120,58,4243
"Secundaria (064)",3939,1451,102,36,2351
"Sup. no Univ. Incompleta (065)",287,36,21,,230
"Sup. no Univ. Completa (066)",243,17,65,4,157
"Sup. Univ. Incompleta (067)",144,12,11,2,119
"Sup. Univ. Completa (068)",153,6,64,4,79
"Hombres (070)",10305,4434,232,69,5574
"Sin Nivel (071)",2222,977,20,5,1220
"Educación Inicial (072)",436,376,6,6,49
"Primaria (073)",4614,2228,53,31,2304
"Secundaria (074)",2463,806,49,21,1588
"Sup. no Univ. Incompleta (075)",207,23,12,,172
"Sup. no Univ. Completa (076)",178,13,44,2,119
"Sup. Univ. Incompleta (077)",82,7,6,,69
"Sup. Univ. Completa (078)",103,4,42,4,53
"Mujeres (080)",10774,4826,230,55,5665
"Sin Nivel (081)",4218,1442,45,6,2726
"Educación Inicial (082)",408,332,8,3,65
"Primaria (083)",4415,2383,67,27,1939
"Secundaria (084)",1476,645,53,15,763
"Sup. no Univ. Incompleta (085)",80,13,9,,58
"Sup. no Univ. Completa (086)",65,4,21,2,38
"Sup. Univ. Incompleta (087)",62,5,5,2,50
"Sup. Univ. Completa (088)",50,2,22,,26
