"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CELENDIN (000)",32198,95693,83939,,1652,87.7,1.7
"De 12 a 14 años (001)",3658,32,31,,7,96.9,21.9
"De 15 a 19 años (002)",4473,744,726,225,97.6,30.2,
"De 20 a 24 años (003)",3742,3504,3378,416,96.4,11.9,
"De 25 a 29 años (004)",3161,5843,5590,342,95.7,5.9,
"De 30 a 34 años (005)",2759,7579,7206,279,95.1,3.7,
"De 35 a 39 años (006)",2740,9965,9246,237,92.8,2.4,
"De 40 a 44 años (007)",2320,10464,9660,105,92.3,1,
"De 45 a 49 años (008)",1951,10359,9262,40,89.4,0.4,
"De 50 y más años (009)",7394,47203,38840,1,82.3,,
"PEA (010)",6078,16697,15270,231,91.5,1.4,
"De 12 a 14 años (011)",176,4,4,,100,,
"De 15 a 19 años (012)",599,117,110,21,94,17.9,
"De 20 a 24 años (013)",752,532,519,54,97.6,10.2,
"De 25 a 29 años (014)",746,1028,992,50,96.5,4.9,
"De 30 a 34 años (015)",717,1605,1558,43,97.1,2.7,
"De 35 a 39 años (016)",736,2126,2037,43,95.8,2,
"De 40 a 44 años (017)",607,2174,2057,15,94.6,0.7,
"De 45 a 49 años (018)",489,2107,1967,4,93.4,0.2,
"De 50 y más años (019)",1256,7004,6026,1,86,,
"Ocupada (020)",5697,16103,14703,224,91.3,1.4,
"De 12 a 14 años (021)",144,3,3,,100,,
"De 15 a 19 años (022)",508,105,100,19,95.2,18.1,
"De 20 a 24 años (023)",665,467,454,54,97.2,11.6,
"De 25 a 29 años (024)",700,981,945,48,96.3,4.9,
"De 30 a 34 años (025)",684,1540,1494,40,97,2.6,
"De 35 a 39 años (026)",711,2058,1972,43,95.8,2.1,
"De 40 a 44 años (027)",588,2101,1985,15,94.5,0.7,
"De 45 a 49 años (028)",472,2017,1881,4,93.3,0.2,
"De 50 y más años (029)",1225,6831,5869,1,85.9,,
"Desocupada (030)",381,594,567,7,95.5,1.2,
"De 12 a 14 años (031)",32,1,1,,100,,
"De 15 a 19 años (032)",91,12,10,2,83.3,16.7,
"De 20 a 24 años (033)",87,65,65,,100,,
"De 25 a 29 años (034)",46,47,47,2,100,4.3,
"De 30 a 34 años (035)",33,65,64,3,98.5,4.6,
"De 35 a 39 años (036)",25,68,65,,95.6,,
