"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN MARCOS (000)",51031,19385,2956,696,28040
"Menos de 1 año (001)",965,764,50,7,145
"De 1 a 14 años (002)",16245,11885,1091,237,3047
"De 15 a 29 años (003)",12912,3646,475,167,8633
"De 30 a 44 años (004)",9525,1627,799,129,6983
"De 45 a 64 años (005)",7453,1082,410,105,5862
"De 65 y mas años (006)",3931,381,131,51,3370
"Hombres (008)",25581,9499,1487,405,14222
"Menos de 1 año (009)",473,380,19,4,71
"De 1 a 14 años (010)",8320,6105,576,128,1521
"De 15 a 29 años (011)",6499,1673,225,96,4509
"De 30 a 44 años (012)",4750,656,387,80,3637
"De 45 a 64 años (013)",3663,500,204,67,2897
"De 65 y mas años (014)",1876,185,76,30,1587
"Mujeres (016)",25450,9886,1469,291,13818
"Menos de 1 año (017)",492,384,31,3,74
"De 1 a 14 años (018)",7925,5780,515,109,1526
"De 15 a 29 años (019)",6413,1973,250,71,4124
"De 30 a 44 años (020)",4775,971,412,49,3346
"De 45 a 64 años (021)",3790,582,206,38,2965
"De 65 y mas años (022)",2055,196,55,21,1783
,,,,,
"URBANA (024)",11641,2528,2139,403,6596
"Menos de 1 año (025)",186,108,40,3,36
"De 1 a 14 años (026)",3011,1410,719,75,812
"De 15 a 29 años (027)",3045,545,347,110,2047
"De 30 a 44 años (028)",2606,227,612,104,1673
"De 45 a 64 años (029)",1847,155,330,81,1285
"De 65 y mas años (030)",946,83,91,30,743
"Hombres (032)",5864,1271,1069,235,3307
"Menos de 1 año (033)",89,53,15,1,21
"De 1 a 14 años (034)",1575,745,390,33,410
"De 15 a 29 años (035)",1523,255,167,64,1039
"De 30 a 44 años (036)",1324,97,291,65,878
"De 45 a 64 años (037)",903,81,157,54,615
"De 65 y mas años (038)",450,40,49,18,344
"Mujeres (040)",5777,1257,1070,168,3289
"Menos de 1 año (041)",97,55,25,2,15
"De 1 a 14 años (042)",1436,665,329,42,402
"De 15 a 29 años (043)",1522,290,180,46,1008
"De 30 a 44 años (044)",1282,130,321,39,795
"De 45 a 64 años (045)",944,74,173,27,670
"De 65 y mas años (046)",496,43,42,12,399
,,,,,
"RURAL (048)",39390,16857,817,293,21444
"Menos de 1 año (049)",779,656,10,4,109
"De 1 a 14 años (050)",13234,10475,372,162,2235
"De 15 a 29 años (051)",9867,3101,128,57,6586
"De 30 a 44 años (052)",6919,1400,187,25,5310
"De 45 a 64 años (053)",5606,927,80,24,4577
"De 65 y mas años (054)",2985,298,40,21,2627
"Hombres (056)",19717,8228,418,170,10915
"Menos de 1 año (057)",384,327,4,3,50
"De 1 a 14 años (058)",6745,5360,186,95,1111
"De 15 a 29 años (059)",4976,1418,58,32,3470
"De 30 a 44 años (060)",3426,559,96,15,2759
"De 45 a 64 años (061)",2760,419,47,13,2282
"De 65 y mas años (062)",1426,145,27,12,1243
"Mujeres (064)",19673,8629,399,123,10529
"Menos de 1 año (065)",395,329,6,1,59
"De 1 a 14 años (066)",6489,5115,186,67,1124
"De 15 a 29 años (067)",4891,1683,70,25,3116
"De 30 a 44 años (068)",3493,841,91,10,2551
"De 45 a 64 años (069)",2846,508,33,11,2295
"De 65 y mas años (070)",1559,153,13,9,1384
