"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia PALLASCA",,,,
"Viviendas particulares (001)",1089,880,155,54
"Ocupantes presentes (002)",4116,3443,531,142
"Casa independiente",,,,
"Viviendas particulares (004)",1083,874,155,54
"Ocupantes presentes (005)",4103,3430,531,142
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",5,5,,
"Ocupantes presentes (011)",10,10,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,1,,
"Ocupantes presentes (020)",3,3,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",881,786,57,38
"Ocupantes presentes (029)",3398,3087,222,89
"Casa independiente",,,,
"Viviendas particulares (031)",875,780,57,38
"Ocupantes presentes (032)",3385,3074,222,89
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",5,5,,
"Ocupantes presentes (038)",10,10,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1,1,,
"Ocupantes presentes (047)",3,3,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",208,94,98,16
"Ocupantes presentes (056)",718,356,309,53
"Casa independiente",,,,
"Viviendas particulares (058)",208,94,98,16
"Ocupantes presentes (059)",718,356,309,53
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",673,519,113,41
"Ocupantes presentes (110)",2399,1946,362,91
"Casa independiente",,,,
"Viviendas particulares (112)",667,513,113,41
"Ocupantes presentes (113)",2386,1933,362,91
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",5,5,,
"Ocupantes presentes (119)",10,10,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,1,,
"Ocupantes presentes (128)",3,3,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",504,455,21,28
"Ocupantes presentes (137)",1826,1703,70,53
"Casa independiente",,,,
"Viviendas particulares (139)",498,449,21,28
"Ocupantes presentes (140)",1813,1690,70,53
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",5,5,,
"Ocupantes presentes (146)",10,10,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1,1,,
"Ocupantes presentes (155)",3,3,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",169,64,92,13
"Ocupantes presentes (164)",573,243,292,38
"Casa independiente",,,,
"Viviendas particulares (166)",169,64,92,13
"Ocupantes presentes (167)",573,243,292,38
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",416,361,42,13
"Ocupantes presentes (218)",1717,1497,169,51
"Casa independiente",,,,
"Viviendas particulares (220)",416,361,42,13
"Ocupantes presentes (221)",1717,1497,169,51
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",377,331,36,10
"Ocupantes presentes (245)",1572,1384,152,36
"Casa independiente",,,,
"Viviendas particulares (247)",377,331,36,10
"Ocupantes presentes (248)",1572,1384,152,36
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",39,30,6,3
"Ocupantes presentes (272)",145,113,17,15
"Casa independiente",,,,
"Viviendas particulares (274)",39,30,6,3
"Ocupantes presentes (275)",145,113,17,15
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
