"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUANCAYO (000)",356409,52208,75074,70916,57040,42747,58424
"Católica (001)",297183,43334,61478,59016,48222,36107,49026
"Cristiana/Evangélica (002)",45409,7056,9599,8915,6917,5308,7614
"Otra (003)",6818,835,1564,1431,1073,793,1122
"Ninguna (004)",6999,983,2433,1554,828,539,662
"Hombres (006)",166836,26046,36373,32453,25484,19194,27286
"Católica (007)",139030,21712,29625,26942,21533,16322,22896
"Cristiana/Evangélica (008)",20040,3357,4381,3791,2909,2185,3417
"Otra (009)",3212,411,780,673,510,333,505
"Ninguna (010)",4554,566,1587,1047,532,354,468
"Mujeres (012)",189573,26162,38701,38463,31556,23553,31138
"Católica (013)",158153,21622,31853,32074,26689,19785,26130
"Cristiana/Evangélica (014)",25369,3699,5218,5124,4008,3123,4197
"Otra (015)",3606,424,784,758,563,460,617
"Ninguna (016)",2445,417,846,507,296,185,194
,,,,,,,
"URBANA (018)",317562,45486,67685,64107,51119,38229,50936
"Católica (019)",265084,37779,55342,53448,43354,32388,42773
"Cristiana/Evangélica (020)",39064,5958,8447,7749,5920,4541,6449
"Otra (021)",6611,797,1526,1392,1035,778,1083
"Ninguna (022)",6803,952,2370,1518,810,522,631
"Hombres (024)",148181,22684,32770,29179,22693,17039,23816
"Católica (025)",123525,18909,26598,24271,19235,14523,19989
"Cristiana/Evangélica (026)",17092,2830,3860,3229,2445,1844,2884
"Otra (027)",3118,393,763,655,491,325,491
"Ninguna (028)",4446,552,1549,1024,522,347,452
"Mujeres (030)",169381,22802,34915,34928,28426,21190,27120
"Católica (031)",141559,18870,28744,29177,24119,17865,22784
"Cristiana/Evangélica (032)",21972,3128,4587,4520,3475,2697,3565
"Otra (033)",3493,404,763,737,544,453,592
"Ninguna (034)",2357,400,821,494,288,175,179
,,,,,,,
"RURAL (036)",38847,6722,7389,6809,5921,4518,7488
"Católica (037)",32099,5555,6136,5568,4868,3719,6253
"Cristiana/Evangélica (038)",6345,1098,1152,1166,997,767,1165
"Otra (039)",207,38,38,39,38,15,39
"Ninguna (040)",196,31,63,36,18,17,31
"Hombres (042)",18655,3362,3603,3274,2791,2155,3470
"Católica (043)",15505,2803,3027,2671,2298,1799,2907
"Cristiana/Evangélica (044)",2948,527,521,562,464,341,533
"Otra (045)",94,18,17,18,19,8,14
"Ninguna (046)",108,14,38,23,10,7,16
"Mujeres (048)",20192,3360,3786,3535,3130,2363,4018
"Católica (049)",16594,2752,3109,2897,2570,1920,3346
"Cristiana/Evangélica (050)",3397,571,631,604,533,426,632
"Otra (051)",113,20,21,21,19,7,25
"Ninguna (052)",88,17,25,13,8,10,15
