"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CHUMBIVILCAS (000)",75585,1533,30350,15159,12455,10773,5315
"Hombres (001)",38166,768,15562,7663,6228,5435,2510
"Mujeres (002)",37419,765,14788,7496,6227,5338,2805
"Viviendas particulares (003)",75104,1525,30304,14978,12251,10735,5311
"Hombres (004)",37847,764,15541,7550,6078,5406,2508
"Mujeres (005)",37257,761,14763,7428,6173,5329,2803
"Viviendas colectivas (006)",125,4,14,36,60,10,1
"Hombres (007)",76,2,7,19,37,10,1
"Mujeres (008)",49,2,7,17,23,,
"Otro tipo (009)",356,4,32,145,144,28,3
"Hombres (010)",243,2,14,94,113,19,1
"Mujeres (011)",113,2,18,51,31,9,2
,,,,,,,
"URBANA (012)",17505,342,6499,4276,3324,2166,898
"Hombres (013)",8823,165,3336,2138,1680,1121,383
"Mujeres (014)",8682,177,3163,2138,1644,1045,515
"Viviendas particulares (015)",17041,334,6453,4101,3131,2128,894
"Hombres (016)",8512,161,3315,2027,1536,1092,381
"Mujeres (017)",8529,173,3138,2074,1595,1036,513
"Viviendas colectivas (018)",108,4,14,30,49,10,1
"Hombres (019)",68,2,7,17,31,10,1
"Mujeres (020)",40,2,7,13,18,,
"Otro tipo (021)",356,4,32,145,144,28,3
"Hombres (022)",243,2,14,94,113,19,1
"Mujeres (023)",113,2,18,51,31,9,2
,,,,,,,
"RURAL (024)",58080,1191,23851,10883,9131,8607,4417
"Hombres (025)",29343,603,12226,5525,4548,4314,2127
"Mujeres (026)",28737,588,11625,5358,4583,4293,2290
"Viviendas particulares (027)",58063,1191,23851,10877,9120,8607,4417
"Hombres (028)",29335,603,12226,5523,4542,4314,2127
"Mujeres (029)",28728,588,11625,5354,4578,4293,2290
"Viviendas colectivas (030)",17,,,6,11,,
"Hombres (031)",8,,,2,6,,
"Mujeres (032)",9,,,4,5,,
