"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia JUNIN (000)",9853,1667,1368,4931,312,831,82,662
"Agric., ganadería, caza y silvicultura (001)",4160,8,665,2657,212,618,,
"Pesca (002)",1,,,1,,,,
"Explotación de minas y canteras (003)",126,19,104,2,1,,,
"Industrias manufactureras (004)",343,5,93,220,12,13,,
"Suministro de electricidad, gas y agua (005)",36,4,32,,,,,
"Construcción (006)",389,7,262,110,6,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1256,117,23,949,36,131,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",146,15,23,91,6,11,,
"Comercio al por mayor (009)",53,6,,37,2,8,,
"Comercio al por menor (010)",1057,96,,821,28,112,,
"Hoteles y restaurantes (011)",331,60,4,230,18,19,,
"Trans., almac. y comunicaciones (012)",704,162,84,430,14,14,,
"Intermediación financiera (013)",8,8,,,,,,
"Activid.inmobil., empres. y alquileres (014)",168,108,14,41,4,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",371,321,50,,,,,
"Enseñanza (016)",622,606,,16,,,,
"Servicios sociales y de salud (017)",162,138,,22,2,,,
"Otras activ. serv.comun.soc y personales (018)",231,46,10,173,,2,,
"Hogares privados con servicio doméstico (019)",82,,,,,,82,
"Actividad economica no especificada (021)",201,58,27,80,7,29,,
"Desocupado (022)",662,,,,,,,662
"Hombres (023)",6699,953,1153,3455,204,431,1,502
"Agric., ganadería, caza y silvicultura (024)",3169,6,505,2158,143,357,,
"Pesca (025)",1,,,1,,,,
"Explotación de minas y canteras (026)",125,18,104,2,1,,,
"Industrias manufactureras (027)",257,5,75,159,9,9,,
"Suministro de electricidad, gas y agua (028)",36,4,32,,,,,
"Construcción (029)",387,7,261,109,6,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",551,55,22,416,21,37,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",137,12,22,89,5,9,,
"Comercio al por mayor (032)",34,4,,25,2,3,,
"Comercio al por menor (033)",380,39,,302,14,25,,
"Hoteles y restaurantes (034)",96,25,1,59,8,3,,
"Trans., almac. y comunicaciones (035)",675,151,83,417,12,12,,
"Intermediación financiera (036)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (037)",132,83,14,33,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",234,196,38,,,,,
"Enseñanza (039)",308,298,,10,,,,
"Servicios sociales y de salud (040)",69,49,,20,,,,
"Otras activ. serv.comun.soc y personales (041)",66,23,4,39,,,,
"Hogares privados con servicio doméstico (042)",1,,,,,,1,
"Actividad economica no especificada (044)",87,30,14,32,2,9,,
"Desocupado (045)",502,,,,,,,502
"Mujeres (046)",3154,714,215,1476,108,400,81,160
"Agric., ganadería, caza y silvicultura (047)",991,2,160,499,69,261,,
"Explotación de minas y canteras (049)",1,1,,,,,,
"Industrias manufactureras (050)",86,,18,61,3,4,,
"Construcción (052)",2,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",705,62,1,533,15,94,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",9,3,1,2,1,2,,
"Comercio al por mayor (055)",19,2,,12,,5,,
"Comercio al por menor (056)",677,57,,519,14,87,,
"Hoteles y restaurantes (057)",235,35,3,171,10,16,,
"Trans., almac. y comunicaciones (058)",29,11,1,13,2,2,,
"Intermediación financiera (059)",5,5,,,,,,
"Activid.inmobil., empres. y alquileres (060)",36,25,,8,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",137,125,12,,,,,
"Enseñanza (062)",314,308,,6,,,,
"Servicios sociales y de salud (063)",93,89,,2,2,,,
"Otras activ. serv.comun.soc y personales (064)",165,23,6,134,,2,,
"Hogares privados con servicio doméstico (065)",81,,,,,,81,
"Actividad economica no especificada (067)",114,28,13,48,5,20,,
,,,,,,,,
"URBANA (068)",6481,1525,880,2933,148,349,75,571
"Agric., ganadería, caza y silvicultura (069)",1271,5,289,770,57,150,,
"Pesca (070)",1,,,1,,,,
"Explotación de minas y canteras (071)",100,18,81,,1,,,
"Industrias manufactureras (072)",327,4,86,213,11,13,,
"Suministro de electricidad, gas y agua (073)",4,1,3,,,,,
"Construcción (074)",348,5,234,101,4,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",1206,113,21,911,33,128,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",139,12,21,89,6,11,,
"Comercio al por mayor (077)",48,5,,33,2,8,,
"Comercio al por menor (078)",1019,96,,789,25,109,,
"Hoteles y restaurantes (079)",314,53,4,223,17,17,,
"Trans., almac. y comunicaciones (080)",659,149,78,407,12,13,,
"Intermediación financiera (081)",8,8,,,,,,
"Activid.inmobil., empres. y alquileres (082)",151,95,11,40,4,1,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",357,312,45,,,,,
"Enseñanza (084)",557,543,,14,,,,
"Servicios sociales y de salud (085)",153,129,,22,2,,,
"Otras activ. serv.comun.soc y personales (086)",221,39,9,171,,2,,
"Hogares privados con servicio doméstico (087)",75,,,,,,75,
"Actividad economica no especificada (089)",158,51,19,60,7,21,,
"Desocupado (090)",571,,,,,,,571
"Hombres (091)",4116,865,752,1833,95,142,1,428
"Agric., ganadería, caza y silvicultura (092)",938,3,210,610,41,74,,
"Pesca (093)",1,,,1,,,,
"Explotación de minas y canteras (094)",99,17,81,,1,,,
"Industrias manufactureras (095)",244,4,68,154,9,9,,
"Suministro de electricidad, gas y agua (096)",4,1,3,,,,,
"Construcción (097)",346,5,233,100,4,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",520,52,20,393,19,36,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",131,10,20,87,5,9,,
"Comercio al por mayor (100)",30,3,,22,2,3,,
"Comercio al por menor (101)",359,39,,284,12,24,,
"Hoteles y restaurantes (102)",90,21,1,58,7,3,,
"Trans., almac. y comunicaciones (103)",630,138,77,394,10,11,,
"Intermediación financiera (104)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (105)",116,71,11,32,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",223,190,33,,,,,
"Enseñanza (107)",277,268,,9,,,,
"Servicios sociales y de salud (108)",65,45,,20,,,,
"Otras activ. serv.comun.soc y personales (109)",62,21,3,38,,,,
"Hogares privados con servicio doméstico (110)",1,,,,,,1,
"Actividad economica no especificada (112)",69,26,12,24,2,5,,
"Desocupado (113)",428,,,,,,,428
"Mujeres (114)",2365,660,128,1100,53,207,74,143
"Agric., ganadería, caza y silvicultura (115)",333,2,79,160,16,76,,
"Explotación de minas y canteras (117)",1,1,,,,,,
"Industrias manufactureras (118)",83,,18,59,2,4,,
"Construcción (120)",2,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (121)",686,61,1,518,14,92,,
