"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CAJATAMBO (000)",7853,396,1946,1106,993,1034,798,580,1000
"Quechua (001)",1069,7,22,23,139,215,184,168,311
"Aymara (002)",3,,,,,1,2,,
"Ashaninca (003)",1,,,1,,,,,
"Otra lengua nativa (004)",18,1,1,2,,1,,2,11
"Castellano (005)",6743,388,1923,1074,851,813,608,410,676
"Es sordomudo/a (007)",19,,,6,3,4,4,,2
"Hombres (009)",4017,199,973,597,506,539,431,287,485
"Quechua (010)",436,2,8,11,58,105,80,64,108
"Aymara (011)",2,,,,,,2,,
"Ashaninca (012)",1,,,1,,,,,
"Otra lengua nativa (013)",6,,1,1,,1,,,3
"Castellano (014)",3556,197,964,580,446,429,345,223,372
"Es sordomudo/a (016)",16,,,4,2,4,4,,2
"Mujeres (018)",3836,197,973,509,487,495,367,293,515
"Quechua (019)",633,5,14,12,81,110,104,104,203
"Aymara (020)",1,,,,,1,,,
"Otra lengua nativa (022)",12,1,,1,,,,2,8
"Castellano (023)",3187,191,959,494,405,384,263,187,304
"Es sordomudo/a (025)",3,,,2,1,,,,
,,,,,,,,,
"URBANA (027)",4762,227,1189,659,580,638,491,344,634
"Quechua (028)",835,2,16,14,105,167,156,133,242
"Ashaninca (030)",1,,,1,,,,,
"Otra lengua nativa (031)",18,1,1,2,,1,,2,11
"Castellano (032)",3890,224,1172,637,472,466,331,209,379
"Es sordomudo/a (034)",18,,,5,3,4,4,,2
"Hombres (036)",2368,112,606,360,275,325,242,161,287
"Quechua (037)",327,1,6,6,39,80,68,47,80
"Ashaninca (039)",1,,,1,,,,,
"Otra lengua nativa (040)",6,,1,1,,1,,,3
"Castellano (041)",2018,111,599,348,234,240,170,114,202
"Es sordomudo/a (043)",16,,,4,2,4,4,,2
"Mujeres (045)",2394,115,583,299,305,313,249,183,347
"Quechua (046)",508,1,10,8,66,87,88,86,162
"Otra lengua nativa (049)",12,1,,1,,,,2,8
"Castellano (050)",1872,113,573,289,238,226,161,95,177
"Es sordomudo/a (052)",2,,,1,1,,,,
,,,,,,,,,
"RURAL (054)",3091,169,757,447,413,396,307,236,366
"Quechua (055)",234,5,6,9,34,48,28,35,69
"Aymara (056)",3,,,,,1,2,,
"Castellano (059)",2853,164,751,437,379,347,277,201,297
"Es sordomudo/a (061)",1,,,1,,,,,
"Hombres (063)",1649,87,367,237,231,214,189,126,198
"Quechua (064)",109,1,2,5,19,25,12,17,28
"Aymara (065)",2,,,,,,2,,
"Castellano (068)",1538,86,365,232,212,189,175,109,170
"Mujeres (072)",1442,82,390,210,182,182,118,110,168
"Quechua (073)",125,4,4,4,15,23,16,18,41
"Aymara (074)",1,,,,,1,,,
"Castellano (077)",1315,78,386,205,167,158,102,92,127
"Es sordomudo/a (079)",1,,,1,,,,,
