"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia HUARAZ (000)",95214,92726,2488
"Hombres (001)",45745,44920,825
"Mujeres (002)",49469,47806,1663
"De 18 a 29 años (003)",32374,31369,1005
"Hombres (004)",15783,15318,465
"Mujeres (005)",16591,16051,540
"De 30 a 44 años (006)",29999,29752,247
"Hombres (007)",14494,14385,109
"Mujeres (008)",15505,15367,138
"De 45 a 64 años (009)",22215,21919,296
"Hombres (010)",10642,10551,91
"Mujeres (011)",11573,11368,205
"De 65 y más años (012)",10626,9686,940
"Hombres (013)",4826,4666,160
"Mujeres (014)",5800,5020,780
,,,
"URBANA (015)",72492,71028,1464
"Hombres (016)",34701,34139,562
"Mujeres (017)",37791,36889,902
"De 18 a 29 años (018)",25442,24734,708
"Hombres (019)",12278,11941,337
"Mujeres (020)",13164,12793,371
"De 30 a 44 años (021)",23517,23352,165
"Hombres (022)",11305,11216,89
"Mujeres (023)",12212,12136,76
"De 45 a 64 años (024)",16609,16449,160
"Hombres (025)",7969,7905,64
"Mujeres (026)",8640,8544,96
"De 65 y más años (027)",6924,6493,431
"Hombres (028)",3149,3077,72
"Mujeres (029)",3775,3416,359
,,,
"RURAL (030)",22722,21698,1024
"Hombres (031)",11044,10781,263
"Mujeres (032)",11678,10917,761
"De 18 a 29 años (033)",6932,6635,297
"Hombres (034)",3505,3377,128
"Mujeres (035)",3427,3258,169
"De 30 a 44 años (036)",6482,6400,82
"Hombres (037)",3189,3169,20
"Mujeres (038)",3293,3231,62
"De 45 a 64 años (039)",5606,5470,136
"Hombres (040)",2673,2646,27
"Mujeres (041)",2933,2824,109
"De 65 y más años (042)",3702,3193,509
"Hombres (043)",1677,1589,88
"Mujeres (044)",2025,1604,421
