"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JUNIN (000)",23070,1822,3000,513,17771
"Conviviente (001)",5065,173,489,116,4296
"Separado(a) (002)",688,15,66,7,601
"Casado(a) (003)",6669,174,1440,186,4891
"Viudo(a) (004)",1553,46,227,41,1239
"Divorciado(a) (005)",69,1,7,1,60
"Soltero(a) (006)",9026,1413,771,162,6684
"Hombres (008)",10974,890,1510,332,8271
"Conviviente (009)",2464,50,263,90,2067
"Separado(a) (010)",159,4,27,4,125
"Casado(a) (011)",3301,81,774,122,2343
"Viudo(a) (012)",427,19,68,13,327
"Divorciado(a) (013)",28,,3,1,24
"Soltero(a) (014)",4595,736,375,102,3385
"Mujeres (016)",12096,932,1490,181,9500
"Conviviente (017)",2601,123,226,26,2229
"Separado(a) (018)",529,11,39,3,476
"Casado(a) (019)",3368,93,666,64,2548
"Viudo(a) (020)",1126,27,159,28,912
"Divorciado(a) (021)",41,1,4,,36
"Soltero(a) (022)",4431,677,396,60,3299
,,,,,
"URBANA (024)",16316,1344,2638,437,11933
"Conviviente (025)",3472,147,446,107,2781
"Separado(a) (026)",542,13,53,7,470
"Casado(a) (027)",4549,145,1241,154,3031
"Viudo(a) (028)",1054,40,201,31,782
"Divorciado(a) (029)",53,1,5,1,46
"Soltero(a) (030)",6646,998,692,137,4823
"Hombres (032)",7517,648,1295,290,5313
"Conviviente (033)",1657,41,235,85,1302
"Separado(a) (034)",107,3,21,4,80
"Casado(a) (035)",2202,68,645,103,1405
"Viudo(a) (036)",250,17,57,8,168
"Divorciado(a) (037)",20,,2,1,17
"Soltero(a) (038)",3281,519,335,89,2341
"Mujeres (040)",8799,696,1343,147,6620
"Conviviente (041)",1815,106,211,22,1479
"Separado(a) (042)",435,10,32,3,390
"Casado(a) (043)",2347,77,596,51,1626
"Viudo(a) (044)",804,23,144,23,614
"Divorciado(a) (045)",33,1,3,,29
"Soltero(a) (046)",3365,479,357,48,2482
,,,,,
"RURAL (048)",6754,478,362,76,5838
"Conviviente (049)",1593,26,43,9,1515
"Separado(a) (050)",146,2,13,,131
"Casado(a) (051)",2120,29,199,32,1860
"Viudo(a) (052)",499,6,26,10,457
"Divorciado(a) (053)",16,,2,,14
"Soltero(a) (054)",2380,415,79,25,1861
"Hombres (056)",3457,242,215,42,2958
"Conviviente (057)",807,9,28,5,765
"Separado(a) (058)",52,1,6,,45
"Casado(a) (059)",1099,13,129,19,938
"Viudo(a) (060)",177,2,11,5,159
"Divorciado(a) (061)",8,,1,,7
"Soltero(a) (062)",1314,217,40,13,1044
"Mujeres (064)",3297,236,147,34,2880
"Conviviente (065)",786,17,15,4,750
"Separado(a) (066)",94,1,7,,86
"Casado(a) (067)",1021,16,70,13,922
"Viudo(a) (068)",322,4,15,5,298
"Divorciado(a) (069)",8,,1,,7
"Soltero(a) (070)",1066,198,39,12,817
