"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia JULCAN",,,,,,,,,
"Hogares (001)",8285,129,62,42,20,19,9,17,7987
"Ocupantes presentes (002)",32928,397,140,134,57,79,35,87,31999
"Casa independiente",,,,,,,,,
"Hogares (004)",8182,129,62,42,20,19,9,17,7884
"Ocupantes presentes (005)",32552,397,140,134,57,79,35,87,31623
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",7,,,,,,,,7
"Ocupantes presentes (014)",20,,,,,,,,20
"Choza o cabaña",,,,,,,,,
"Hogares (016)",96,,,,,,,,96
"Ocupantes presentes (017)",356,,,,,,,,356
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",1404,53,30,18,12,9,6,8,1268
"Ocupantes presentes (029)",4829,157,73,54,33,36,21,33,4422
"Casa independiente",,,,,,,,,
"Hogares (031)",1397,53,30,18,12,9,6,8,1261
"Ocupantes presentes (032)",4809,157,73,54,33,36,21,33,4402
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",7,,,,,,,,7
"Ocupantes presentes (041)",20,,,,,,,,20
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",6881,76,32,24,8,10,3,9,6719
"Ocupantes presentes (056)",28099,240,67,80,24,43,14,54,27577
"Casa independiente",,,,,,,,,
"Hogares (058)",6785,76,32,24,8,10,3,9,6623
"Ocupantes presentes (059)",27743,240,67,80,24,43,14,54,27221
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",96,,,,,,,,96
"Ocupantes presentes (071)",356,,,,,,,,356
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
