"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia ABANCAY",,,,,,,
"Viviendas particulares (001)",25439,6196,478,574,15335,475,2381
"Ocupantes presentes (002)",95842,19768,1826,2530,60452,1682,9584
"Casa independiente",,,,,,,
"Viviendas particulares (004)",22213,4200,458,513,14416,374,2252
"Ocupantes presentes (005)",85963,14271,1762,2293,57144,1371,9122
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",284,168,,28,70,10,8
"Ocupantes presentes (008)",929,467,,93,291,41,37
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",137,80,,,46,4,7
"Ocupantes presentes (011)",417,216,,,155,23,23
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",2433,1708,,31,579,66,49
"Ocupantes presentes (014)",7522,4713,,141,2282,215,171
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",317,9,20,2,214,12,60
"Ocupantes presentes (017)",869,28,64,3,544,20,210
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",8,4,,,1,1,2
"Ocupantes presentes (020)",31,18,,,2,1,10
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",34,15,,,9,8,2
"Ocupantes presentes (023)",93,38,,,34,11,10
"Otro tipo",,,,,,,
"Viviendas particulares (025)",13,12,,,,,1
"Ocupantes presentes (026)",18,17,,,,,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",15943,5630,98,514,8887,330,484
"Ocupantes presentes (029)",60601,17754,395,2289,37089,1195,1879
"Casa independiente",,,,,,,
"Viviendas particulares (031)",13039,3644,98,455,8183,242,417
"Ocupantes presentes (032)",51599,12286,395,2055,34328,905,1630
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",284,168,,28,70,10,8
"Ocupantes presentes (035)",929,467,,93,291,41,37
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",137,80,,,46,4,7
"Ocupantes presentes (038)",417,216,,,155,23,23
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",2433,1708,,31,579,66,49
"Ocupantes presentes (041)",7522,4713,,141,2282,215,171
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",8,4,,,1,1,2
"Ocupantes presentes (047)",31,18,,,2,1,10
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",30,14,,,8,7,1
"Ocupantes presentes (050)",86,37,,,31,10,8
"Otro tipo",,,,,,,
"Viviendas particulares (052)",12,12,,,,,
"Ocupantes presentes (053)",17,17,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",9496,566,380,60,6448,145,1897
"Ocupantes presentes (056)",35241,2014,1431,241,23363,487,7705
"Casa independiente",,,,,,,
"Viviendas particulares (058)",9174,556,360,58,6233,132,1835
"Ocupantes presentes (059)",34364,1985,1367,238,22816,466,7492
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",317,9,20,2,214,12,60
"Ocupantes presentes (071)",869,28,64,3,544,20,210
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,1,,,1,1,1
"Ocupantes presentes (077)",7,1,,,3,1,2
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",1,,,,,,1
