"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",5459,57,1767,1828,1391,416
"Agric., ganadería, caza y silvicultura (001)",2744,42,785,820,800,297
"Explotación de minas y canteras (003)",9,,4,3,2,
"Industrias manufactureras (004)",197,1,122,43,21,10
"Suministro de electricidad, gas y agua (005)",3,,,2,1,
"Construcción (006)",310,1,114,109,73,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",220,5,48,98,62,7
"Venta, mant.y rep. veh.autom.y motoc. (008)",9,,2,7,,
"Comercio al por mayor (009)",9,,2,7,,
"Comercio al por menor (010)",202,5,44,84,62,7
"Hoteles y restaurantes (011)",88,,28,30,24,6
"Trans., almac. y comunicaciones (012)",32,,15,11,5,1
"Intermediación financiera (013)",6,,3,3,,
"Activid.inmobil., empres. y alquileres (014)",31,,10,14,6,1
"Admin.pub. y defensa; p. segur.soc afil (015)",330,,154,105,66,5
"Enseñanza (016)",573,,138,301,133,1
"Servicios sociales y de salud (017)",63,,23,34,6,
"Otras activ. serv.comun.soc y personales (018)",116,1,33,38,36,8
"Hogares privados con servicio doméstico (019)",92,2,47,20,19,4
"Actividad economica no especificada (021)",278,1,75,91,73,38
"Desocupado (022)",367,4,168,106,64,25
"Hombres (023)",4045,40,1286,1322,1064,333
"Agric., ganadería, caza y silvicultura (024)",2358,32,681,705,675,265
"Explotación de minas y canteras (026)",9,,4,3,2,
"Industrias manufactureras (027)",168,1,101,41,18,7
"Suministro de electricidad, gas y agua (028)",3,,,2,1,
"Construcción (029)",309,1,113,109,73,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",105,3,25,43,31,3
"Venta, mant.y rep. veh.autom.y motoc. (031)",9,,2,7,,
"Comercio al por mayor (032)",6,,2,4,,
"Comercio al por menor (033)",90,3,21,32,31,3
"Hoteles y restaurantes (034)",13,,5,5,3,
"Trans., almac. y comunicaciones (035)",30,,14,10,5,1
"Intermediación financiera (036)",6,,3,3,,
"Activid.inmobil., empres. y alquileres (037)",23,,6,11,6,
"Admin.pub. y defensa; p. segur.soc afil (038)",222,,89,72,57,4
"Enseñanza (039)",359,,77,185,96,1
"Servicios sociales y de salud (040)",17,,1,13,3,
"Otras activ. serv.comun.soc y personales (041)",38,,14,10,14,
"Actividad economica no especificada (044)",67,,20,14,17,16
"Desocupado (045)",318,3,133,96,63,23
