"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANUCO (000)",90485,10108,110,27943,26227,3324,5285,4945,12543
"Empleado (001)",20828,154,9,874,4052,1140,3373,2156,9070
"Obrero (002)",12570,1743,22,5226,4532,296,245,293,213
"Trabajador independiente (003)",43648,6164,41,16230,13425,1563,1426,2067,2732
"Empleador o patrono (004)",1826,176,,508,531,60,91,161,299
"Trabajador familiar no remunerado (005)",8879,1625,32,4114,2442,172,102,202,190
"Trabajador del hogar (006)",2734,246,6,991,1245,93,48,66,39
"Hombres (008)",61447,6375,74,21073,18821,2126,2613,3304,7061
"Empleado (009)",11354,34,5,503,2639,651,1458,1325,4739
"Obrero (010)",10987,1307,21,4616,4113,264,216,259,191
"Trabajador independiente (011)",32223,4205,28,12757,9936,1094,842,1494,1867
"Empleador o patrono (012)",1379,117,,420,400,45,64,121,212
"Trabajador familiar no remunerado (013)",5295,690,20,2717,1628,67,30,96,47
"Trabajador del hogar (014)",209,22,,60,105,5,3,9,5
"Mujeres (016)",29038,3733,36,6870,7406,1198,2672,1641,5482
"Empleado (017)",9474,120,4,371,1413,489,1915,831,4331
"Obrero (018)",1583,436,1,610,419,32,29,34,22
"Trabajador independiente (019)",11425,1959,13,3473,3489,469,584,573,865
"Empleador o patrono (020)",447,59,,88,131,15,27,40,87
"Trabajador familiar no remunerado (021)",3584,935,12,1397,814,105,72,106,143
"Trabajador del hogar (022)",2525,224,6,931,1140,88,45,57,34
,,,,,,,,,
"URBANA (024)",58112,2171,37,10704,20075,3097,5076,4781,12171
"Empleado (025)",20060,139,9,771,3820,1075,3267,2131,8848
"Obrero (026)",6712,344,6,2057,3333,271,227,275,199
"Trabajador independiente (027)",25001,1309,10,6065,10216,1453,1355,1972,2621
"Empleador o patrono (028)",1195,18,,168,412,56,89,159,293
"Trabajador familiar no remunerado (029)",2861,209,9,856,1184,151,92,182,178
"Trabajador del hogar (030)",2283,152,3,787,1110,91,46,62,32
"Hombres (032)",35067,731,21,6313,13565,1942,2483,3175,6837
"Empleado (033)",10915,30,5,442,2481,612,1409,1313,4623
"Obrero (034)",5842,215,5,1748,3016,239,200,242,177
"Trabajador independiente (035)",16111,413,4,3604,7106,996,785,1415,1788
"Empleador o patrono (036)",853,9,,117,298,41,63,119,206
"Trabajador familiar no remunerado (037)",1185,59,7,361,569,49,23,78,39
"Trabajador del hogar (038)",161,5,,41,95,5,3,8,4
"Mujeres (040)",23045,1440,16,4391,6510,1155,2593,1606,5334
"Empleado (041)",9145,109,4,329,1339,463,1858,818,4225
"Obrero (042)",870,129,1,309,317,32,27,33,22
"Trabajador independiente (043)",8890,896,6,2461,3110,457,570,557,833
"Empleador o patrono (044)",342,9,,51,114,15,26,40,87
"Trabajador familiar no remunerado (045)",1676,150,2,495,615,102,69,104,139
"Trabajador del hogar (046)",2122,147,3,746,1015,86,43,54,28
,,,,,,,,,
"RURAL (048)",32373,7937,73,17239,6152,227,209,164,372
"Empleado (049)",768,15,,103,232,65,106,25,222
"Obrero (050)",5858,1399,16,3169,1199,25,18,18,14
"Trabajador independiente (051)",18647,4855,31,10165,3209,110,71,95,111
"Empleador o patrono (052)",631,158,,340,119,4,2,2,6
"Trabajador familiar no remunerado (053)",6018,1416,23,3258,1258,21,10,20,12
"Trabajador del hogar (054)",451,94,3,204,135,2,2,4,7
"Hombres (056)",26380,5644,53,14760,5256,184,130,129,224
"Empleado (057)",439,4,,61,158,39,49,12,116
"Obrero (058)",5145,1092,16,2868,1097,25,16,17,14
"Trabajador independiente (059)",16112,3792,24,9153,2830,98,57,79,79
"Empleador o patrono (060)",526,108,,303,102,4,1,2,6
"Trabajador familiar no remunerado (061)",4110,631,13,2356,1059,18,7,18,8
"Trabajador del hogar (062)",48,17,,19,10,,,1,1
"Mujeres (064)",5993,2293,20,2479,896,43,79,35,148
"Empleado (065)",329,11,,42,74,26,57,13,106
"Obrero (066)",713,307,,301,102,,2,1,
"Trabajador independiente (067)",2535,1063,7,1012,379,12,14,16,32
"Empleador o patrono (068)",105,50,,37,17,,1,,
"Trabajador familiar no remunerado (069)",1908,785,10,902,199,3,3,2,4
"Trabajador del hogar (070)",403,77,3,185,125,2,2,3,6
