"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia ZARUMILLA",,,,,,
"Viviendas particulares (001)",10243,10115,114,13,1,
"Ocupantes presentes (002)",39616,38612,850,143,11,
"Casa independiente",,,,,,
"Viviendas particulares (004)",9853,9730,109,13,1,
"Ocupantes presentes (005)",38457,37490,813,143,11,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",70,70,,,,
"Ocupantes presentes (008)",203,203,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",188,184,4,,,
"Ocupantes presentes (011)",519,490,29,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",32,32,,,,
"Ocupantes presentes (014)",110,110,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",8,8,,,,
"Ocupantes presentes (017)",18,18,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",39,38,1,,,
"Ocupantes presentes (020)",136,128,8,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",28,28,,,,
"Ocupantes presentes (023)",102,102,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",25,25,,,,
"Ocupantes presentes (026)",71,71,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",9281,9165,104,12,,
"Ocupantes presentes (029)",35909,34994,782,133,,
"Casa independiente",,,,,,
"Viviendas particulares (031)",8901,8790,99,12,,
"Ocupantes presentes (032)",34775,33897,745,133,,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",70,70,,,,
"Ocupantes presentes (035)",203,203,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",188,184,4,,,
"Ocupantes presentes (038)",519,490,29,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",32,32,,,,
"Ocupantes presentes (041)",110,110,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",39,38,1,,,
"Ocupantes presentes (047)",136,128,8,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",26,26,,,,
"Ocupantes presentes (050)",95,95,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",25,25,,,,
"Ocupantes presentes (053)",71,71,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",962,950,10,1,1,
"Ocupantes presentes (056)",3707,3618,68,10,11,
"Casa independiente",,,,,,
"Viviendas particulares (058)",952,940,10,1,1,
"Ocupantes presentes (059)",3682,3593,68,10,11,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",8,8,,,,
"Ocupantes presentes (071)",18,18,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",2,2,,,,
"Ocupantes presentes (077)",7,7,,,,
"Otro tipo",,,,,,
