"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MARISCAL NIETO (000)",3231,655,2576
"Sin nivel (001)",122,16,106
"Educación inicial (002)",2,2,
"Primaria (003)",471,68,403
"Secundaria (004)",1180,279,901
"Superior no univ. incompleta (005)",386,67,319
"Superior no univ. completa (006)",471,97,374
"Superior univ. incompleta (007)",250,54,196
"Superior univ. completa (008)",349,72,277
"Hombres (010)",1829,275,1554
"Sin nivel (011)",52,4,48
"Primaria (013)",272,22,250
"Secundaria (014)",692,121,571
"Superior no univ. incompleta (015)",184,30,154
"Superior no univ. completa (016)",276,45,231
"Superior univ. incompleta (017)",156,26,130
"Superior univ. completa (018)",197,27,170
"Mujeres (020)",1402,380,1022
"Sin nivel (021)",70,12,58
"Educación inicial (022)",2,2,
"Primaria (023)",199,46,153
"Secundaria (024)",488,158,330
"Superior no univ. incompleta (025)",202,37,165
"Superior no univ. completa (026)",195,52,143
"Superior univ. incompleta (027)",94,28,66
"Superior univ. completa (028)",152,45,107
,,,
"AREA URBANA (030)",2969,601,2368
"Sin nivel (031)",102,16,86
"Educación inicial (032)",2,2,
"Primaria (033)",418,61,357
"Secundaria (034)",1102,258,844
"Superior no univ. incompleta (035)",351,60,291
"Superior no univ. completa (036)",428,85,343
"Superior univ. incompleta (037)",240,52,188
"Superior univ. completa (038)",326,67,259
"Hombres (040)",1642,243,1399
"Sin nivel (041)",38,4,34
"Primaria (043)",231,18,213
"Secundaria (044)",635,108,527
"Superior no univ. incompleta (045)",159,26,133
"Superior no univ. completa (046)",249,37,212
"Superior univ. incompleta (047)",147,25,122
"Superior univ. completa (048)",183,25,158
"Mujeres (050)",1327,358,969
"Sin nivel (051)",64,12,52
"Educación inicial (052)",2,2,
"Primaria (053)",187,43,144
"Secundaria (054)",467,150,317
"Superior no univ. incompleta (055)",192,34,158
"Superior no univ. completa (056)",179,48,131
"Superior univ. incompleta (057)",93,27,66
"Superior univ. completa (058)",143,42,101
,,,
"AREA RURAL (060)",262,54,208
"Sin nivel (061)",20,,20
"Primaria (063)",53,7,46
"Secundaria (064)",78,21,57
"Superior no univ. incompleta (065)",35,7,28
"Superior no univ. completa (066)",43,12,31
"Superior univ. incompleta (067)",10,2,8
"Superior univ. completa (068)",23,5,18
"Hombres (070)",187,32,155
"Sin nivel (071)",14,,14
"Primaria (073)",41,4,37
"Secundaria (074)",57,13,44
"Superior no univ. incompleta (075)",25,4,21
"Superior no univ. completa (076)",27,8,19
"Superior univ. incompleta (077)",9,1,8
"Superior univ. completa (078)",14,2,12
"Mujeres (080)",75,22,53
"Sin nivel (081)",6,,6
"Primaria (083)",12,3,9
"Secundaria (084)",21,8,13
"Superior no univ. incompleta (085)",10,3,7
"Superior no univ. completa (086)",16,4,12
"Superior univ. incompleta (087)",1,1,
"Superior univ. completa (088)",9,3,6
