"CUADRO Nº 3: VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia TOCACHE (000)",72,62,10
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",30,29,1
"Casa pensión (003)",1,1,
"Hospital, clinica (004)",4,4,
"Cárcel, centro de readaptación social (005)",1,1,
"Aldea infantil, orfelinato, etc (007)",1,1,
"Otro (008)",23,15,8
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",12,11,1
