"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LIMA (000)",3156317,2836856,883502,539517,545583,355308,316745,118687,50209,27305,319461,5562836
"De 12 a 14 años (001)",197904,196191,195094,892,205,,,,,,1713,1302
"De 15 a 19 años (002)",365311,357881,329374,25369,2453,506,179,,,,7430,32509
"De 20 a 24 años (003)",388619,299384,165024,101462,27263,4287,890,458,,,89235,175463
"De 25 a 29 años (004)",365893,275554,64987,116423,68997,19391,5181,437,138,,90339,338099
"De 30 a 34 años (005)",338333,290782,39563,94467,96679,41169,16973,1537,183,211,47551,496426
"De 35 a 39 años (006)",296779,271312,22462,61591,94573,55812,31638,4380,645,211,25467,588341
"De 40 a 44 años (007)",257661,241970,16063,40374,77095,56425,41282,8651,1640,440,15691,614974
"De 45 a 49 años (008)",217104,205685,11925,29391,57554,47945,42388,12428,3173,881,11419,587378
"De 50 y más años (009)",728713,698097,39010,69548,120764,129773,178214,90796,44430,25562,30616,2728344
"Conviviente (010)",666600,640942,61035,203804,173100,94026,74231,23611,7627,3508,25658,1408159
"De 12 a 14 años (011)",2302,979,484,434,61,,,,,,1323,556
"De 15 a 19 años (012)",31278,25882,8725,15370,1546,186,55,,,,5396,19240
"De 20 a 24 años (013)",112571,104297,19690,61442,19223,3030,572,340,,,8274,113497
"De 25 a 29 años (014)",135223,130187,13773,57709,42155,12639,3547,290,74,,5036,197206
"De 30 a 34 años (015)",120080,117721,7039,33319,44433,21768,10018,943,91,110,2359,237737
"De 35 a 39 años (016)",91406,90286,3624,16006,30262,21993,15454,2493,352,102,1120,228524
"De 40 a 44 años (017)",63744,63093,2436,8178,16935,15300,15382,3971,697,194,651,187988
"De 45 a 49 años (018)",41816,41306,1739,4736,8886,8921,11232,4341,1144,307,510,139184
