"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SANTA CRUZ (000)",11122,1646,1387,5415,233,2228,213
"Sin nivel (001)",910,13,115,448,21,286,27
"Educación inicial (002)",10,,4,2,,4,
"Primaria (003)",4979,75,669,2913,126,1097,99
"Secundaria (004)",3423,243,533,1727,67,777,76
"Superior no univ. incompleta (005)",231,106,20,79,7,17,2
"Superior no univ. completa (006)",858,652,28,140,5,29,4
"Superior univ. incompleta (007)",148,95,9,30,1,9,4
"Superior univ. completa (008)",563,462,9,76,6,9,1
"Hombres (010)",8870,932,1238,4845,211,1635,9
"Sin nivel (011)",609,4,80,369,16,139,1
"Educación inicial (012)",9,,4,2,,3,
"Primaria (013)",4235,30,591,2679,116,815,4
"Secundaria (014)",2924,161,503,1561,63,633,3
"Superior no univ. incompleta (015)",159,57,19,63,6,14,
"Superior no univ. completa (016)",503,357,25,98,4,19,
"Superior univ. incompleta (017)",99,63,8,20,1,6,1
"Superior univ. completa (018)",332,260,8,53,5,6,
"Mujeres (020)",2252,714,149,570,22,593,204
"Sin nivel (021)",301,9,35,79,5,147,26
"Educación inicial (022)",1,,,,,1,
"Primaria (023)",744,45,78,234,10,282,95
"Secundaria (024)",499,82,30,166,4,144,73
"Superior no univ. incompleta (025)",72,49,1,16,1,3,2
"Superior no univ. completa (026)",355,295,3,42,1,10,4
"Superior univ. incompleta (027)",49,32,1,10,,3,3
"Superior univ. completa (028)",231,202,1,23,1,3,1
,,,,,,,
"URBANA (030)",3066,1178,357,1162,42,219,108
"Sin nivel (031)",68,5,9,37,,10,7
"Primaria (033)",713,43,121,406,13,81,49
"Secundaria (034)",990,170,178,485,16,97,44
"Superior no univ. incompleta (035)",140,65,15,49,3,6,2
"Superior no univ. completa (036)",604,461,22,100,4,13,4
"Superior univ. incompleta (037)",112,75,7,22,1,5,2
"Superior univ. completa (038)",439,359,5,63,5,7,
"Hombres (040)",2023,677,315,858,34,133,6
"Sin nivel (041)",27,2,2,19,,4,
"Primaria (043)",486,22,100,303,11,47,3
"Secundaria (044)",745,119,169,377,13,64,3
"Superior no univ. incompleta (045)",95,36,14,39,2,4,
"Superior no univ. completa (046)",345,251,19,65,3,7,
"Superior univ. incompleta (047)",74,52,6,13,1,2,
"Superior univ. completa (048)",251,195,5,42,4,5,
"Mujeres (050)",1043,501,42,304,8,86,102
"Sin nivel (051)",41,3,7,18,,6,7
"Primaria (053)",227,21,21,103,2,34,46
"Secundaria (054)",245,51,9,108,3,33,41
"Superior no univ. incompleta (055)",45,29,1,10,1,2,2
"Superior no univ. completa (056)",259,210,3,35,1,6,4
"Superior univ. incompleta (057)",38,23,1,9,,3,2
"Superior univ. completa (058)",188,164,,21,1,2,
,,,,,,,
"RURAL (060)",8056,468,1030,4253,191,2009,105
"Sin nivel (061)",842,8,106,411,21,276,20
"Educación inicial (062)",10,,4,2,,4,
"Primaria (063)",4266,32,548,2507,113,1016,50
"Secundaria (064)",2433,73,355,1242,51,680,32
"Superior no univ. incompleta (065)",91,41,5,30,4,11,
"Superior no univ. completa (066)",254,191,6,40,1,16,
"Superior univ. incompleta (067)",36,20,2,8,,4,2
"Superior univ. completa (068)",124,103,4,13,1,2,1
"Hombres (070)",6847,255,923,3987,177,1502,3
"Sin nivel (071)",582,2,78,350,16,135,1
"Educación inicial (072)",9,,4,2,,3,
"Primaria (073)",3749,8,491,2376,105,768,1
"Secundaria (074)",2179,42,334,1184,50,569,
"Superior no univ. incompleta (075)",64,21,5,24,4,10,
"Superior no univ. completa (076)",158,106,6,33,1,12,
"Superior univ. incompleta (077)",25,11,2,7,,4,1
"Superior univ. completa (078)",81,65,3,11,1,1,
"Mujeres (080)",1209,213,107,266,14,507,102
"Sin nivel (081)",260,6,28,61,5,141,19
"Educación inicial (082)",1,,,,,1,
"Primaria (083)",517,24,57,131,8,248,49
"Secundaria (084)",254,31,21,58,1,111,32
"Superior no univ. incompleta (085)",27,20,,6,,1,
"Superior no univ. completa (086)",96,85,,7,,4,
"Superior univ. incompleta (087)",11,9,,1,,,1
"Superior univ. completa (088)",43,38,1,2,,1,1
