"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia HUANTA",,,,,
"Viviendas particulares (001)",956,202,165,221,368
"Ocupantes presentes (002)",3970,801,727,901,1541
"Casa independiente",,,,,
"Viviendas particulares (004)",892,168,151,212,361
"Ocupantes presentes (005)",3673,641,661,862,1509
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",9,4,,1,4
"Ocupantes presentes (011)",41,16,,7,18
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",2,,,1,1
"Ocupantes presentes (014)",14,,,9,5
"Choza o cabaña",,,,,
"Viviendas particulares (016)",46,26,13,6,1
"Ocupantes presentes (017)",222,135,62,21,4
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",3,1,1,,1
"Ocupantes presentes (020)",10,1,4,,5
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",4,3,,1,
"Ocupantes presentes (023)",10,8,,2,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",602,129,101,127,245
"Ocupantes presentes (029)",2557,482,453,537,1085
"Casa independiente",,,,,
"Viviendas particulares (031)",585,122,100,124,239
"Ocupantes presentes (032)",2486,461,449,519,1057
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",9,4,,1,4
"Ocupantes presentes (038)",41,16,,7,18
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",2,,,1,1
"Ocupantes presentes (041)",14,,,9,5
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",3,1,1,,1
"Ocupantes presentes (047)",10,1,4,,5
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",3,2,,1,
"Ocupantes presentes (050)",6,4,,2,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",354,73,64,94,123
"Ocupantes presentes (056)",1413,319,274,364,456
"Casa independiente",,,,,
"Viviendas particulares (058)",307,46,51,88,122
"Ocupantes presentes (059)",1187,180,212,343,452
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",46,26,13,6,1
"Ocupantes presentes (071)",222,135,62,21,4
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (076)",1,1,,,
"Ocupantes presentes (077)",4,4,,,
"Otro tipo",,,,,
