"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia CAÑETE",,,,,,,
"Viviendas particulares (001)",47175,19507,1638,4179,13755,1682,6414
"Ocupantes presentes (002)",198348,89245,6897,16777,54849,7326,23254
"Casa independiente",,,,,,,
"Viviendas particulares (004)",43288,18474,1309,3922,12874,1596,5113
"Ocupantes presentes (005)",184110,84886,5764,15834,51829,7001,18796
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",355,312,43,,,,
"Ocupantes presentes (008)",1352,1238,114,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",419,280,118,,,,21
"Ocupantes presentes (011)",1677,1159,427,,,,91
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",279,137,113,,,,29
"Ocupantes presentes (014)",1076,613,354,,,,109
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",733,3,,133,321,13,263
"Ocupantes presentes (017)",2121,10,,467,938,45,661
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1868,249,50,102,500,67,900
"Ocupantes presentes (020)",7262,1188,218,408,1897,261,3290
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",125,52,5,6,31,3,28
"Ocupantes presentes (023)",340,151,20,11,85,8,65
"Otro tipo",,,,,,,
"Viviendas particulares (025)",108,,,16,29,3,60
"Ocupantes presentes (026)",410,,,57,100,11,242
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",38924,19196,1555,2908,9762,1016,4487
"Ocupantes presentes (029)",166965,87992,6536,12007,39501,4408,16521
"Casa independiente",,,,,,,
"Viviendas particulares (031)",35839,18167,1226,2799,9231,947,3469
"Ocupantes presentes (032)",155091,83644,5403,11582,37513,4143,12806
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",355,312,43,,,,
"Ocupantes presentes (035)",1352,1238,114,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",419,280,118,,,,21
"Ocupantes presentes (038)",1677,1159,427,,,,91
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",279,137,113,,,,29
"Ocupantes presentes (041)",1076,613,354,,,,109
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1868,249,50,102,500,67,900
"Ocupantes presentes (047)",7262,1188,218,408,1897,261,3290
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",102,51,5,5,15,2,24
"Ocupantes presentes (050)",273,150,20,10,35,4,54
"Otro tipo",,,,,,,
"Viviendas particulares (052)",62,,,2,16,,44
"Ocupantes presentes (053)",234,,,7,56,,171
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",8251,311,83,1271,3993,666,1927
"Ocupantes presentes (056)",31383,1253,361,4770,15348,2918,6733
"Casa independiente",,,,,,,
"Viviendas particulares (058)",7449,307,83,1123,3643,649,1644
"Ocupantes presentes (059)",29019,1242,361,4252,14316,2858,5990
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",733,3,,133,321,13,263
"Ocupantes presentes (071)",2121,10,,467,938,45,661
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",23,1,,1,16,1,4
"Ocupantes presentes (077)",67,1,,1,50,4,11
"Otro tipo",,,,,,,
"Viviendas particulares (079)",46,,,14,13,3,16
"Ocupantes presentes (080)",176,,,50,44,11,71
