"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia RECUAY (000)",496,136,360
"Sin nivel (001)",23,3,20
"Educación inicial (002)",2,2,
"Primaria (003)",139,31,108
"Secundaria (004)",210,69,141
"Superior no univ. incompleta (005)",36,11,25
"Superior no univ. completa (006)",48,11,37
"Superior univ. incompleta (007)",10,1,9
"Superior univ. completa (008)",28,8,20
"Hombres (010)",404,99,305
"Sin nivel (011)",20,2,18
"Educación inicial (012)",1,1,
"Primaria (013)",115,24,91
"Secundaria (014)",177,52,125
"Superior no univ. incompleta (015)",29,10,19
"Superior no univ. completa (016)",36,5,31
"Superior univ. incompleta (017)",9,1,8
"Superior univ. completa (018)",17,4,13
"Mujeres (020)",92,37,55
"Sin nivel (021)",3,1,2
"Educación inicial (022)",1,1,
"Primaria (023)",24,7,17
"Secundaria (024)",33,17,16
"Superior no univ. incompleta (025)",7,1,6
"Superior no univ. completa (026)",12,6,6
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",11,4,7
,,,
"AREA URBANA (030)",316,87,229
"Sin nivel (031)",16,2,14
"Educación inicial (032)",2,2,
"Primaria (033)",77,14,63
"Secundaria (034)",126,42,84
"Superior no univ. incompleta (035)",28,10,18
"Superior no univ. completa (036)",34,9,25
"Superior univ. incompleta (037)",9,1,8
"Superior univ. completa (038)",24,7,17
"Hombres (040)",251,64,187
"Sin nivel (041)",13,1,12
"Educación inicial (042)",1,1,
"Primaria (043)",65,12,53
"Secundaria (044)",106,34,72
"Superior no univ. incompleta (045)",22,9,13
"Superior no univ. completa (046)",23,3,20
"Superior univ. incompleta (047)",8,1,7
"Superior univ. completa (048)",13,3,10
"Mujeres (050)",65,23,42
"Sin nivel (051)",3,1,2
"Educación inicial (052)",1,1,
"Primaria (053)",12,2,10
"Secundaria (054)",20,8,12
"Superior no univ. incompleta (055)",6,1,5
"Superior no univ. completa (056)",11,6,5
"Superior univ. incompleta (057)",1,,1
"Superior univ. completa (058)",11,4,7
,,,
"AREA RURAL (060)",180,49,131
"Sin nivel (061)",7,1,6
"Primaria (063)",62,17,45
"Secundaria (064)",84,27,57
"Superior no univ. incompleta (065)",8,1,7
"Superior no univ. completa (066)",14,2,12
"Superior univ. incompleta (067)",1,,1
"Superior univ. completa (068)",4,1,3
"Hombres (070)",153,35,118
"Sin nivel (071)",7,1,6
"Primaria (073)",50,12,38
"Secundaria (074)",71,18,53
"Superior no univ. incompleta (075)",7,1,6
"Superior no univ. completa (076)",13,2,11
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",4,1,3
"Mujeres (080)",27,14,13
"Primaria (083)",12,5,7
"Secundaria (084)",13,9,4
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",1,,1
