"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SANTA (000)",355150,19301,86683,20295,230093
"Hombres (001)",176614,9145,43278,11664,113293
"Mujeres (002)",178536,10156,43405,8631,116800
"PEA (003)",151560,3637,36863,10228,101661
"Hombres (004)",100535,2302,23346,7241,68241
"Mujeres (005)",51025,1335,13517,2987,33420
"Ocupada (006)",144012,3453,35987,9933,95460
"Hombres (007)",95127,2180,22703,7014,63819
"Mujeres (008)",48885,1273,13284,2919,31641
"Desocupada (009)",7548,184,876,295,6201
"Hombres (010)",5408,122,643,227,4422
"Mujeres (011)",2140,62,233,68,1779
"No PEA (012)",203590,15664,49820,10067,128432
"Hombres (013)",76079,6843,19932,4423,45052
"Mujeres (014)",127511,8821,29888,5644,83380
,,,,,
"URBANA (018)",332390,15772,85436,19988,212412
"Hombres (019)",164369,7367,42633,11479,103653
"Mujeres (020)",168021,8405,42803,8509,108759
"PEA (021)",141972,3053,36354,10076,93315
"Hombres (022)",92614,1844,22929,7117,61316
"Mujeres (023)",49358,1209,13425,2959,31999
"Ocupada (024)",134795,2896,35496,9784,87437
"Hombres (025)",87531,1745,22304,6893,57175
"Mujeres (026)",47264,1151,13192,2891,30262
"Desocupada (027)",7177,157,858,292,5878
"Hombres (028)",5083,99,625,224,4141
"Mujeres (029)",2094,58,233,68,1737
"No PEA (030)",190418,12719,49082,9912,119097
"Hombres (031)",71755,5523,19704,4362,42337
"Mujeres (032)",118663,7196,29378,5550,76760
,,,,,
"RURAL (036)",22760,3529,1247,307,17681
"Hombres (037)",12245,1778,645,185,9640
"Mujeres (038)",10515,1751,602,122,8041
"PEA (039)",9588,584,509,152,8346
"Hombres (040)",7921,458,417,124,6925
"Mujeres (041)",1667,126,92,28,1421
"Ocupada (042)",9217,557,491,149,8023
"Hombres (043)",7596,435,399,121,6644
"Mujeres (044)",1621,122,92,28,1379
"Desocupada (045)",371,27,18,3,323
"Hombres (046)",325,23,18,3,281
"Mujeres (047)",46,4,,,42
"No PEA (048)",13172,2945,738,155,9335
"Hombres (049)",4324,1320,228,61,2715
"Mujeres (050)",8848,1625,510,94,6620
