"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia BARRANCA",,,,,,,,,
"Viviendas particulares (001)",32690,23518,1985,1306,499,1314,2785,1042,241
"Ocupantes presentes (002)",132914,98109,7581,5341,1748,5159,10752,3524,700
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",30373,22233,1592,1217,483,1236,2464,930,218
"Ocupantes presentes (005)",124721,93264,6316,5012,1721,4875,9678,3216,639
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",478,425,53,,,,,,
"Ocupantes presentes (008)",1601,1430,171,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",643,500,133,,,,,10,
"Ocupantes presentes (011)",2422,1986,408,,,,,28,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",529,269,192,32,1,8,3,22,2
"Ocupantes presentes (014)",1970,1103,640,103,3,33,8,71,9
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",375,,,15,3,50,302,4,1
"Ocupantes presentes (017)",1306,,,70,11,184,1020,18,3
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",217,59,12,37,1,15,2,71,20
"Ocupantes presentes (020)",719,249,34,143,2,52,7,183,49
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",53,32,3,3,,5,5,5,
"Ocupantes presentes (023)",140,77,12,11,,15,17,8,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",22,,,2,11,,9,,
"Ocupantes presentes (026)",35,,,2,11,,22,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",27610,22354,1862,1133,35,754,306,938,228
"Ocupantes presentes (029)",113295,93436,7118,4640,108,2946,1211,3174,662
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",25690,21069,1470,1059,33,728,295,830,206
"Ocupantes presentes (032)",106452,88591,5856,4381,103,2851,1182,2884,604
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",478,425,53,,,,,,
"Ocupantes presentes (035)",1601,1430,171,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",643,500,133,,,,,10,
"Ocupantes presentes (038)",2422,1986,408,,,,,28,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",529,269,192,32,1,8,3,22,2
"Ocupantes presentes (041)",1970,1103,640,103,3,33,8,71,9
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",217,59,12,37,1,15,2,71,20
"Ocupantes presentes (047)",719,249,34,143,2,52,7,183,49
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",45,32,2,3,,3,,5,
"Ocupantes presentes (050)",115,77,9,11,,10,,8,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",8,,,2,,,6,,
"Ocupantes presentes (053)",16,,,2,,,14,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5080,1164,123,173,464,560,2479,104,13
"Ocupantes presentes (056)",19619,4673,463,701,1640,2213,9541,350,38
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4683,1164,122,158,450,508,2169,100,12
"Ocupantes presentes (059)",18269,4673,460,631,1618,2024,8496,332,35
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",375,,,15,3,50,302,4,1
"Ocupantes presentes (071)",1306,,,70,11,184,1020,18,3
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",8,,1,,,2,5,,
"Ocupantes presentes (077)",25,,3,,,5,17,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",14,,,,11,,3,,
"Ocupantes presentes (080)",19,,,,11,,8,,
