"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAJABAMBA (000)",62984,15320,3588,683,43449
"Hombres (001)",30896,7482,1710,401,21337
"Mujeres (002)",32088,7838,1878,282,22112
"PEA (003)",22020,2021,1553,336,18143
"Hombres (004)",17594,1549,872,252,14947
"Mujeres (005)",4426,472,681,84,3196
"Ocupada (006)",21089,1879,1532,333,17378
"Hombres (007)",16909,1457,862,249,14367
"Mujeres (008)",4180,422,670,84,3011
"Desocupada (009)",931,142,21,3,765
"Hombres (010)",685,92,10,3,580
"Mujeres (011)",246,50,11,,185
"No PEA (012)",40964,13299,2035,347,25306
"Hombres (013)",13302,5933,838,149,6390
"Mujeres (014)",27662,7366,1197,198,18916
,,,,,
"URBANA (018)",15994,2324,2852,424,10424
"Hombres (019)",7503,1113,1323,261,4823
"Mujeres (020)",8491,1211,1529,163,5601
"PEA (021)",6142,367,1294,226,4273
"Hombres (022)",3818,220,675,158,2777
"Mujeres (023)",2324,147,619,68,1496
"Ocupada (024)",5854,334,1278,223,4037
"Hombres (025)",3601,193,666,155,2599
"Mujeres (026)",2253,141,612,68,1438
"Desocupada (027)",288,33,16,3,236
"Hombres (028)",217,27,9,3,178
"Mujeres (029)",71,6,7,,58
"No PEA (030)",9852,1957,1558,198,6151
"Hombres (031)",3685,893,648,103,2046
"Mujeres (032)",6167,1064,910,95,4105
,,,,,
"RURAL (036)",46990,12996,736,259,33025
"Hombres (037)",23393,6369,387,140,16514
"Mujeres (038)",23597,6627,349,119,16511
"PEA (039)",15878,1654,259,110,13870
"Hombres (040)",13776,1329,197,94,12170
"Mujeres (041)",2102,325,62,16,1700
"Ocupada (042)",15235,1545,254,110,13341
"Hombres (043)",13308,1264,196,94,11768
"Mujeres (044)",1927,281,58,16,1573
"Desocupada (045)",643,109,5,,529
"Hombres (046)",468,65,1,,402
"Mujeres (047)",175,44,4,,127
"No PEA (048)",31112,11342,477,149,19155
"Hombres (049)",9617,5040,190,46,4344
"Mujeres (050)",21495,6302,287,103,14811
