"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHUCUITO (000)",43840,39016,2303,632,1889
"Empleado (001)",3711,888,643,467,1713
"Obrero (002)",2687,2008,396,121,162
"Trabajador independiente (003)",28703,27694,1009,,
"Empleador o patrono (004)",256,204,34,11,7
"Trabajador familiar no remunerado (005)",7649,7388,221,33,7
"Trabajador del hogar (006)",834,834,,,
"De 06 a 14 años (008)",541,522,11,7,1
"Empleado (009)",10,7,2,,1
"Obrero (010)",19,17,1,1,
"Trabajador independiente (011)",94,91,3,,
"Trabajador familiar no remunerado (013)",378,367,5,6,
"Trabajador del hogar (014)",40,40,,,
"De 15 a 29 años (016)",13938,12391,844,150,553
"Empleado (017)",1110,381,163,83,483
"Obrero (018)",1113,798,203,48,64
"Trabajador independiente (019)",8120,7761,359,,
"Empleador o patrono (020)",84,64,11,6,3
"Trabajador familiar no remunerado (021)",3077,2953,108,13,3
"Trabajador del hogar (022)",434,434,,,
"De 30 a 44 años (024)",14356,12357,867,281,851
"Empleado (025)",1638,335,280,225,798
"Obrero (026)",873,655,124,46,48
"Trabajador independiente (027)",9531,9144,387,,
"Empleador o patrono (028)",82,61,15,3,3
"Trabajador familiar no remunerado (029)",2058,1988,61,7,2
"Trabajador del hogar (030)",174,174,,,
"De 45 a 64 años (032)",11132,9961,526,188,457
"Empleado (033)",899,144,188,157,410
"Obrero (034)",570,439,62,24,45
"Trabajador independiente (035)",7910,7682,228,,
"Empleador o patrono (036)",67,56,8,2,1
"Trabajador familiar no remunerado (037)",1554,1508,40,5,1
"Trabajador del hogar (038)",132,132,,,
"De 65 y más años (040)",3873,3785,55,6,27
"Empleado (041)",54,21,10,2,21
"Obrero (042)",112,99,6,2,5
"Trabajador independiente (043)",3048,3016,32,,
"Empleador o patrono (044)",23,23,,,
"Trabajador familiar no remunerado (045)",582,572,7,2,1
"Trabajador del hogar (046)",54,54,,,
,,,,,
"URBANA (048)",12309,9653,1001,375,1280
"Empleado (049)",2360,556,320,298,1186
"Obrero (050)",930,650,128,60,92
"Trabajador independiente (051)",7672,7215,457,,
"Empleador o patrono (052)",90,64,16,8,2
"Trabajador familiar no remunerado (053)",976,887,80,9,
"Trabajador del hogar (054)",281,281,,,
