"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia RODRIGUEZ DE MENDOZA",,,
"Viviendas particulares (001)",2743,2697,46
"Ocupantes presentes (002)",10485,10308,177
"Casa independiente",,,
"Viviendas particulares (004)",2720,2674,46
"Ocupantes presentes (005)",10390,10213,177
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (010)",18,18,
"Ocupantes presentes (011)",69,69,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",2,2,
"Ocupantes presentes (014)",16,16,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (019)",1,1,
"Ocupantes presentes (020)",6,6,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",2,2,
"Ocupantes presentes (023)",4,4,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",1709,1683,26
"Ocupantes presentes (029)",6433,6328,105
"Casa independiente",,,
"Viviendas particulares (031)",1686,1660,26
"Ocupantes presentes (032)",6338,6233,105
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (037)",18,18,
"Ocupantes presentes (038)",69,69,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",2,2,
"Ocupantes presentes (041)",16,16,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",1,1,
"Ocupantes presentes (047)",6,6,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",2,2,
"Ocupantes presentes (050)",4,4,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",1034,1014,20
"Ocupantes presentes (056)",4052,3980,72
"Casa independiente",,,
"Viviendas particulares (058)",1034,1014,20
"Ocupantes presentes (059)",4052,3980,72
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
