"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia DOS DE MAYO",,,,,,,
"Viviendas particulares (001)",10450,821,52,89,8935,342,211
"Ocupantes presentes (002)",46797,3230,229,441,40663,1384,850
"Casa independiente",,,,,,,
"Viviendas particulares (004)",9027,746,34,70,7745,244,188
"Ocupantes presentes (005)",40611,2946,129,336,35467,968,765
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",25,18,,,7,,
"Ocupantes presentes (011)",87,43,,,44,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",42,18,,,23,1,
"Ocupantes presentes (014)",131,52,,,77,2,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1333,33,18,19,1145,97,21
"Ocupantes presentes (017)",5878,161,100,105,5015,414,83
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",5,4,,,1,,
"Ocupantes presentes (020)",21,15,,,6,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",16,1,,,13,,2
"Ocupantes presentes (023)",65,10,,,53,,2
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,1,,,1,,
"Ocupantes presentes (026)",4,3,,,1,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",3791,627,10,34,2892,124,104
"Ocupantes presentes (029)",16222,2477,32,155,12729,435,394
"Casa independiente",,,,,,,
"Viviendas particulares (031)",3711,585,10,34,2856,123,103
"Ocupantes presentes (032)",15942,2354,32,155,12575,433,393
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",25,18,,,7,,
"Ocupantes presentes (038)",87,43,,,44,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",42,18,,,23,1,
"Ocupantes presentes (041)",131,52,,,77,2,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",5,4,,,1,,
"Ocupantes presentes (047)",21,15,,,6,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",7,1,,,5,,1
"Ocupantes presentes (050)",38,10,,,27,,1
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,1,,,,,
"Ocupantes presentes (053)",3,3,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",6659,194,42,55,6043,218,107
"Ocupantes presentes (056)",30575,753,197,286,27934,949,456
"Casa independiente",,,,,,,
"Viviendas particulares (058)",5316,161,24,36,4889,121,85
"Ocupantes presentes (059)",24669,592,97,181,22892,535,372
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1333,33,18,19,1145,97,21
"Ocupantes presentes (071)",5878,161,100,105,5015,414,83
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",9,,,,8,,1
"Ocupantes presentes (077)",27,,,,26,,1
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,1,,
"Ocupantes presentes (080)",1,,,,1,,
