"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUARMEY (000)",24667,5318,7116,5884,4181,2168
"Hombres (001)",12804,2730,3701,3026,2210,1137
"Mujeres (002)",11863,2588,3415,2858,1971,1031
"PEA (003)",10991,121,3525,4043,2603,699
"Hombres (004)",7902,83,2579,2790,1899,551
"Mujeres (005)",3089,38,946,1253,704,148
"Ocupada (006)",10485,113,3256,3917,2519,680
"Hombres (007)",7547,77,2397,2708,1833,532
"Mujeres (008)",2938,36,859,1209,686,148
"Desocupada (009)",506,8,269,126,84,19
"Hombres (010)",355,6,182,82,66,19
"Mujeres (011)",151,2,87,44,18,
"No PEA (012)",13676,5197,3591,1841,1578,1469
"Hombres (013)",4902,2647,1122,236,311,586
"Mujeres (014)",8774,2550,2469,1605,1267,883
,,,,,,
"URBANA (018)",18800,4005,5326,4626,3182,1661
"Hombres (019)",9574,2032,2709,2336,1637,860
"Mujeres (020)",9226,1973,2617,2290,1545,801
"PEA (021)",8408,86,2600,3244,1993,485
"Hombres (022)",5727,58,1800,2136,1372,361
"Mujeres (023)",2681,28,800,1108,621,124
"Ocupada (024)",7999,83,2397,3132,1918,469
"Hombres (025)",5449,56,1667,2066,1315,345
"Mujeres (026)",2550,27,730,1066,603,124
"Desocupada (027)",409,3,203,112,75,16
"Hombres (028)",278,2,133,70,57,16
"Mujeres (029)",131,1,70,42,18,
"No PEA (030)",10392,3919,2726,1382,1189,1176
"Hombres (031)",3847,1974,909,200,265,499
"Mujeres (032)",6545,1945,1817,1182,924,677
,,,,,,
"RURAL (036)",5867,1313,1790,1258,999,507
"Hombres (037)",3230,698,992,690,573,277
"Mujeres (038)",2637,615,798,568,426,230
"PEA (039)",2583,35,925,799,610,214
"Hombres (040)",2175,25,779,654,527,190
"Mujeres (041)",408,10,146,145,83,24
"Ocupada (042)",2486,30,859,785,601,211
"Hombres (043)",2098,21,730,642,518,187
"Mujeres (044)",388,9,129,143,83,24
"Desocupada (045)",97,5,66,14,9,3
"Hombres (046)",77,4,49,12,9,3
"Mujeres (047)",20,1,17,2,,
"No PEA (048)",3284,1278,865,459,389,293
"Hombres (049)",1055,673,213,36,46,87
"Mujeres (050)",2229,605,652,423,343,206
