"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia HUAMALIES",,,,,,,
"Viviendas particulares (001)",15352,1617,507,237,11969,468,554
"Ocupantes presentes (002)",66022,6471,2160,1050,52220,1957,2164
"Casa independiente",,,,,,,
"Viviendas particulares (004)",14516,1507,432,179,11474,416,508
"Ocupantes presentes (005)",62887,6095,1936,827,50291,1753,1985
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",3,2,,,1,,
"Ocupantes presentes (008)",11,8,,,3,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",29,15,,1,9,,4
"Ocupantes presentes (011)",99,51,,3,34,,11
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",58,29,,1,24,3,1
"Ocupantes presentes (014)",197,79,,6,105,5,2
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",727,58,75,56,456,46,36
"Ocupantes presentes (017)",2764,221,224,214,1769,193,143
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",9,3,,,4,,2
"Ocupantes presentes (020)",41,10,,,17,,14
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",8,3,,,1,2,2
"Ocupantes presentes (023)",20,7,,,1,4,8
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,,,,,1,1
"Ocupantes presentes (026)",3,,,,,2,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4208,744,90,62,3079,87,146
"Ocupantes presentes (029)",18272,2863,411,307,13696,369,626
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4105,692,90,60,3041,83,139
"Ocupantes presentes (032)",17914,2708,411,298,13537,361,599
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",3,2,,,1,,
"Ocupantes presentes (035)",11,8,,,3,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",29,15,,1,9,,4
"Ocupantes presentes (038)",99,51,,3,34,,11
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",58,29,,1,24,3,1
"Ocupantes presentes (041)",197,79,,6,105,5,2
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",9,3,,,4,,2
"Ocupantes presentes (047)",41,10,,,17,,14
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",4,3,,,,1,
"Ocupantes presentes (050)",10,7,,,,3,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",11144,873,417,175,8890,381,408
"Ocupantes presentes (056)",47750,3608,1749,743,38524,1588,1538
"Casa independiente",,,,,,,
"Viviendas particulares (058)",10411,815,342,119,8433,333,369
"Ocupantes presentes (059)",44973,3387,1525,529,36754,1392,1386
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",727,58,75,56,456,46,36
"Ocupantes presentes (071)",2764,221,224,214,1769,193,143
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,,,,1,1,2
"Ocupantes presentes (077)",10,,,,1,1,8
"Otro tipo",,,,,,,
"Viviendas particulares (079)",2,,,,,1,1
"Ocupantes presentes (080)",3,,,,,2,1
