"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia UCAYALI (000)",13386,12810,66,2039,2098,1821,3023,2077,1149,537,576,53996
"De 12 a 14 años (001)",62,28,3,20,5,,,,,,34,30
"De 15 a 19 años (002)",1111,983,14,682,239,39,9,,,,128,1313
"De 20 a 24 años (003)",1939,1759,11,616,637,370,115,10,,,180,3549
"De 25 a 29 años (004)",1970,1876,7,314,545,454,487,63,6,,94,5304
"De 30 a 34 años (005)",1741,1699,5,145,268,350,652,235,40,4,42,6493
"De 35 a 39 años (006)",1574,1556,5,68,138,225,561,394,141,24,18,7468
"De 40 a 44 años (007)",1308,1297,7,64,77,143,412,347,187,60,11,6925
"De 45 a 49 años (008)",1024,1016,3,35,68,91,267,298,191,63,8,5870
"De 50 y más años (009)",2657,2596,11,95,121,149,520,730,584,386,61,17044
"PEA (010)",5136,4927,24,706,812,742,1171,832,459,181,209,20934
"De 12 a 14 años (011)",11,9,,7,2,,,,,,2,11
"De 15 a 19 años (012)",256,222,6,144,61,9,2,,,,34,301
"De 20 a 24 años (013)",604,540,3,184,198,114,37,4,,,64,1102
"De 25 a 29 años (014)",752,700,3,154,210,156,153,21,3,,52,1864
"De 30 a 34 años (015)",704,679,,83,129,154,221,72,17,3,25,2408
"De 35 a 39 años (016)",714,705,2,41,78,130,226,167,54,7,9,3179
"De 40 a 44 años (017)",609,605,6,34,48,83,211,137,71,15,4,2953
"De 45 a 49 años (018)",498,497,1,20,36,44,138,142,93,23,1,2793
"De 50 y más años (019)",988,970,3,39,50,52,183,289,221,133,18,6323
"Ocupada (020)",5035,4833,24,687,798,731,1146,813,455,179,202,20565
"De 12 a 14 años (021)",10,9,,7,2,,,,,,1,11
