"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia YAROWILCA (000)",9610,586,2658,2895,2479,992
"Empleado (001)",654,1,176,325,144,8
"Obrero (002)",786,20,261,233,208,64
"Trabajador independiente (003)",5045,2,1080,1657,1570,736
"Empleador o patrono (004)",70,,18,23,17,12
"Trabajador familiar no remunerado (005)",2949,561,1064,631,525,168
"Trabajador del hogar (006)",106,2,59,26,15,4
"Hombres (008)",6362,327,1728,1932,1668,707
"Empleado (009)",442,1,113,221,102,5
"Obrero (010)",637,15,215,194,168,45
"Trabajador independiente (011)",3958,1,821,1296,1245,595
"Empleador o patrono (012)",62,,16,20,15,11
"Trabajador familiar no remunerado (013)",1242,309,553,195,134,51
"Trabajador del hogar (014)",21,1,10,6,4,
"Mujeres (016)",3248,259,930,963,811,285
"Empleado (017)",212,,63,104,42,3
"Obrero (018)",149,5,46,39,40,19
"Trabajador independiente (019)",1087,1,259,361,325,141
"Empleador o patrono (020)",8,,2,3,2,1
"Trabajador familiar no remunerado (021)",1707,252,511,436,391,117
"Trabajador del hogar (022)",85,1,49,20,11,4
,,,,,,
"URBANA (024)",2373,48,702,838,583,202
"Empleado (025)",451,,128,214,102,7
"Obrero (026)",211,8,76,62,48,17
"Trabajador independiente (027)",1141,1,278,396,330,136
"Empleador o patrono (028)",27,,7,10,5,5
"Trabajador familiar no remunerado (029)",521,37,198,152,97,37
"Trabajador del hogar (030)",22,2,15,4,1,
"Hombres (032)",1571,34,458,544,395,140
"Empleado (033)",297,,79,145,68,5
"Obrero (034)",174,5,68,56,36,9
"Trabajador independiente (035)",849,1,204,283,251,110
"Empleador o patrono (036)",21,,5,8,4,4
"Trabajador familiar no remunerado (037)",227,27,101,52,35,12
"Trabajador del hogar (038)",3,1,1,,1,
"Mujeres (040)",802,14,244,294,188,62
"Empleado (041)",154,,49,69,34,2
"Obrero (042)",37,3,8,6,12,8
"Trabajador independiente (043)",292,,74,113,79,26
"Empleador o patrono (044)",6,,2,2,1,1
"Trabajador familiar no remunerado (045)",294,10,97,100,62,25
"Trabajador del hogar (046)",19,1,14,4,,
,,,,,,
"RURAL (048)",7237,538,1956,2057,1896,790
"Empleado (049)",203,1,48,111,42,1
"Obrero (050)",575,12,185,171,160,47
"Trabajador independiente (051)",3904,1,802,1261,1240,600
"Empleador o patrono (052)",43,,11,13,12,7
"Trabajador familiar no remunerado (053)",2428,524,866,479,428,131
"Trabajador del hogar (054)",84,,44,22,14,4
"Hombres (056)",4791,293,1270,1388,1273,567
"Empleado (057)",145,1,34,76,34,
"Obrero (058)",463,10,147,138,132,36
"Trabajador independiente (059)",3109,,617,1013,994,485
"Empleador o patrono (060)",41,,11,12,11,7
"Trabajador familiar no remunerado (061)",1015,282,452,143,99,39
"Trabajador del hogar (062)",18,,9,6,3,
"Mujeres (064)",2446,245,686,669,623,223
"Empleado (065)",58,,14,35,8,1
"Obrero (066)",112,2,38,33,28,11
"Trabajador independiente (067)",795,1,185,248,246,115
"Empleador o patrono (068)",2,,,1,1,
"Trabajador familiar no remunerado (069)",1413,242,414,336,329,92
"Trabajador del hogar (070)",66,,35,16,11,4
