"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia VILCAS HUAMAN (000)",12944,3223,9721
"Casa independiente (001)",12328,3144,9184
"Vivienda en quinta (003)",30,30,
"Vivienda en casa de vecindad (004)",20,20,
"Choza o cabaña (005)",536,,536
"Vivienda improvisada (006)",28,28,
"Local no dest.para hab. humana (007)",1,1,
"Otro tipo (008)",1,,1
