"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CALCA (000)",480,138,342
"Sin nivel (001)",31,5,26
"Educación inicial (002)",2,1,1
"Primaria (003)",153,49,104
"Secundaria (004)",213,64,149
"Superior no univ. incompleta (005)",19,4,15
"Superior no univ. completa (006)",33,10,23
"Superior univ. incompleta (007)",11,2,9
"Superior univ. completa (008)",18,3,15
"Hombres (010)",328,87,241
"Sin nivel (011)",22,3,19
"Educación inicial (012)",1,1,
"Primaria (013)",108,36,72
"Secundaria (014)",152,41,111
"Superior no univ. incompleta (015)",11,2,9
"Superior no univ. completa (016)",13,2,11
"Superior univ. incompleta (017)",8,,8
"Superior univ. completa (018)",13,2,11
"Mujeres (020)",152,51,101
"Sin nivel (021)",9,2,7
"Educación inicial (022)",1,,1
"Primaria (023)",45,13,32
"Secundaria (024)",61,23,38
"Superior no univ. incompleta (025)",8,2,6
"Superior no univ. completa (026)",20,8,12
"Superior univ. incompleta (027)",3,2,1
"Superior univ. completa (028)",5,1,4
,,,
"AREA URBANA (030)",292,65,227
"Sin nivel (031)",14,1,13
"Educación inicial (032)",1,,1
"Primaria (033)",82,16,66
"Secundaria (034)",131,34,97
"Superior no univ. incompleta (035)",14,4,10
"Superior no univ. completa (036)",25,5,20
"Superior univ. incompleta (037)",9,2,7
"Superior univ. completa (038)",16,3,13
"Hombres (040)",184,35,149
"Sin nivel (041)",9,,9
"Primaria (043)",48,10,38
"Secundaria (044)",90,20,70
"Superior no univ. incompleta (045)",8,2,6
"Superior no univ. completa (046)",12,1,11
"Superior univ. incompleta (047)",6,,6
"Superior univ. completa (048)",11,2,9
"Mujeres (050)",108,30,78
"Sin nivel (051)",5,1,4
"Educación inicial (052)",1,,1
"Primaria (053)",34,6,28
"Secundaria (054)",41,14,27
"Superior no univ. incompleta (055)",6,2,4
"Superior no univ. completa (056)",13,4,9
"Superior univ. incompleta (057)",3,2,1
"Superior univ. completa (058)",5,1,4
,,,
"AREA RURAL (060)",188,73,115
"Sin nivel (061)",17,4,13
"Educación inicial (062)",1,1,
"Primaria (063)",71,33,38
"Secundaria (064)",82,30,52
"Superior no univ. incompleta (065)",5,,5
"Superior no univ. completa (066)",8,5,3
"Superior univ. incompleta (067)",2,,2
"Superior univ. completa (068)",2,,2
"Hombres (070)",144,52,92
"Sin nivel (071)",13,3,10
"Educación inicial (072)",1,1,
"Primaria (073)",60,26,34
"Secundaria (074)",62,21,41
"Superior no univ. incompleta (075)",3,,3
"Superior no univ. completa (076)",1,1,
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",2,,2
"Mujeres (080)",44,21,23
"Sin nivel (081)",4,1,3
"Primaria (083)",11,7,4
"Secundaria (084)",20,9,11
"Superior no univ. incompleta (085)",2,,2
"Superior no univ. completa (086)",7,4,3
