"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANCAYO (000)",8500,2056,6444
"De 14 a 29 años (001)",4555,1676,2879
"De 30 a 44 años (002)",2477,325,2152
"De 45 a 64 años (003)",1262,55,1207
"De 65 y más años (004)",206,,206
"Hombres (005)",5229,1145,4084
"De 14 a 29 años (006)",2586,951,1635
"De 30 a 44 años (007)",1505,163,1342
"De 45 a 64 años (008)",958,31,927
"De 65 y más años (009)",180,,180
"Mujeres (010)",3271,911,2360
"De 14 a 29 años (011)",1969,725,1244
"De 30 a 44 años (012)",972,162,810
"De 45 a 64 años (013)",304,24,280
"De 65 y más años (014)",26,,26
,,,
"AREA URBANA (015)",7760,1801,5959
"De 14 a 29 años (016)",4130,1474,2656
"De 30 a 44 años (017)",2281,279,2002
"De 45 a 64 años (018)",1168,48,1120
"De 65 y más años (019)",181,,181
"Hombres (020)",4681,961,3720
"De 14 a 29 años (021)",2297,811,1486
"De 30 a 44 años (022)",1344,125,1219
"De 45 a 64 años (023)",881,25,856
"De 65 y más años (024)",159,,159
"Mujeres (025)",3079,840,2239
"De 14 a 29 años (026)",1833,663,1170
"De 30 a 44 años (027)",937,154,783
"De 45 a 64 años (028)",287,23,264
"De 65 y más años (029)",22,,22
,,,
"AREA RURAL (030)",740,255,485
"De 14 a 29 años (031)",425,202,223
"De 30 a 44 años (032)",196,46,150
"De 45 a 64 años (033)",94,7,87
"De 65 y más años (034)",25,,25
"Hombres (035)",548,184,364
"De 14 a 29 años (036)",289,140,149
"De 30 a 44 años (037)",161,38,123
"De 45 a 64 años (038)",77,6,71
"De 65 y más años (039)",21,,21
"Mujeres (040)",192,71,121
"De 14 a 29 años (041)",136,62,74
"De 30 a 44 años (042)",35,8,27
"De 45 a 64 años (043)",17,1,16
"De 65 y más años (044)",4,,4
