"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia LA CONVENCION",,,,,,,,,
"Viviendas particulares (001)",12831,126,135,53,332,42,52,108,11983
"Ocupantes presentes (002)",45400,450,561,202,1340,169,170,389,42119
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9152,77,114,40,269,28,37,89,8498
"Ocupantes presentes (005)",34514,287,488,155,1163,121,142,317,31841
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",162,,,,7,,1,,154
"Ocupantes presentes (008)",478,,,,25,,1,,452
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",555,1,1,2,6,1,6,7,531
"Ocupantes presentes (011)",1609,1,4,5,13,1,8,22,1555
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2880,21,20,10,48,12,8,12,2749
"Ocupantes presentes (014)",8568,80,69,38,134,42,19,50,8136
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",6,,,,,,,,6
"Ocupantes presentes (017)",19,,,,,,,,19
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",44,27,,1,,1,,,15
"Ocupantes presentes (020)",135,82,,4,,5,,,44
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",32,,,,2,,,,30
"Ocupantes presentes (023)",77,,,,5,,,,72
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",9710,101,109,45,214,38,51,72,9080
"Ocupantes presentes (029)",32814,359,440,170,758,146,168,253,30520
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",6039,52,88,32,151,24,36,53,5603
"Ocupantes presentes (032)",21950,196,367,123,581,98,140,181,20264
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",162,,,,7,,1,,154
"Ocupantes presentes (035)",478,,,,25,,1,,452
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",555,1,1,2,6,1,6,7,531
"Ocupantes presentes (038)",1609,1,4,5,13,1,8,22,1555
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2880,21,20,10,48,12,8,12,2749
"Ocupantes presentes (041)",8568,80,69,38,134,42,19,50,8136
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",44,27,,1,,1,,,15
"Ocupantes presentes (047)",135,82,,4,,5,,,44
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",30,,,,2,,,,28
"Ocupantes presentes (050)",74,,,,5,,,,69
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3121,25,26,8,118,4,1,36,2903
"Ocupantes presentes (056)",12586,91,121,32,582,23,2,136,11599
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3113,25,26,8,118,4,1,36,2895
"Ocupantes presentes (059)",12564,91,121,32,582,23,2,136,11577
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",6,,,,,,,,6
"Ocupantes presentes (071)",19,,,,,,,,19
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",3,,,,,,,,3
"Otro tipo",,,,,,,,,
