"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia ISLAY",,,,
"Viviendas particulares (001)",11938,10304,528,1106
"Ocupantes presentes (002)",43843,38549,1878,3416
"Casa independiente",,,,
"Viviendas particulares (004)",11393,9973,469,951
"Ocupantes presentes (005)",42209,37518,1677,3014
"Departamento en edificio",,,,
"Viviendas particulares (007)",178,158,20,
"Ocupantes presentes (008)",556,497,59,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",59,51,8,
"Ocupantes presentes (011)",219,193,26,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",101,78,18,5
"Ocupantes presentes (014)",294,210,67,17
"Choza o cabaña",,,,
"Viviendas particulares (016)",7,,,7
"Ocupantes presentes (017)",17,,,17
"Vivienda improvisada",,,,
"Viviendas particulares (019)",184,30,13,141
"Ocupantes presentes (020)",515,100,49,366
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",16,14,,2
"Ocupantes presentes (023)",33,31,,2
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",10699,9631,451,617
"Ocupantes presentes (029)",39811,36248,1611,1952
"Casa independiente",,,,
"Viviendas particulares (031)",10240,9308,394,538
"Ocupantes presentes (032)",38388,35242,1417,1729
"Departamento en edificio",,,,
"Viviendas particulares (034)",174,155,19,
"Ocupantes presentes (035)",543,488,55,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",57,49,8,
"Ocupantes presentes (038)",209,183,26,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",99,77,18,4
"Ocupantes presentes (041)",288,207,67,14
"Choza o cabaña",,,,
"Viviendas particulares (043)",4,,,4
"Ocupantes presentes (044)",12,,,12
"Vivienda improvisada",,,,
"Viviendas particulares (046)",110,29,12,69
"Ocupantes presentes (047)",339,98,46,195
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",15,13,,2
"Ocupantes presentes (050)",32,30,,2
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",1239,673,77,489
"Ocupantes presentes (056)",4032,2301,267,1464
"Casa independiente",,,,
"Viviendas particulares (058)",1153,665,75,413
"Ocupantes presentes (059)",3821,2276,260,1285
"Departamento en edificio",,,,
"Viviendas particulares (061)",4,3,1,
"Ocupantes presentes (062)",13,9,4,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",2,2,,
"Ocupantes presentes (065)",10,10,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",2,1,,1
"Ocupantes presentes (068)",6,3,,3
"Choza o cabaña",,,,
"Viviendas particulares (070)",3,,,3
"Ocupantes presentes (071)",5,,,5
"Vivienda improvisada",,,,
"Viviendas particulares (073)",74,1,1,72
"Ocupantes presentes (074)",176,2,3,171
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,1,,
"Ocupantes presentes (077)",1,1,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",11439,9934,473,1032
"Ocupantes presentes (110)",42225,37245,1768,3212
"Casa independiente",,,,
"Viviendas particulares (112)",10901,9603,414,884
"Ocupantes presentes (113)",40608,36214,1567,2827
"Departamento en edificio",,,,
"Viviendas particulares (115)",178,158,20,
"Ocupantes presentes (116)",556,497,59,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",59,51,8,
"Ocupantes presentes (119)",219,193,26,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",101,78,18,5
"Ocupantes presentes (122)",294,210,67,17
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",184,30,13,141
"Ocupantes presentes (128)",515,100,49,366
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",16,14,,2
"Ocupantes presentes (131)",33,31,,2
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",10328,9376,399,553
"Ocupantes presentes (137)",38581,35301,1512,1768
"Casa independiente",,,,
"Viviendas particulares (139)",9873,9053,342,478
"Ocupantes presentes (140)",37170,34295,1318,1557
"Departamento en edificio",,,,
"Viviendas particulares (142)",174,155,19,
"Ocupantes presentes (143)",543,488,55,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",57,49,8,
"Ocupantes presentes (146)",209,183,26,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",99,77,18,4
"Ocupantes presentes (149)",288,207,67,14
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",110,29,12,69
"Ocupantes presentes (155)",339,98,46,195
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",15,13,,2
"Ocupantes presentes (158)",32,30,,2
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",1111,558,74,479
"Ocupantes presentes (164)",3644,1944,256,1444
"Casa independiente",,,,
"Viviendas particulares (166)",1028,550,72,406
"Ocupantes presentes (167)",3438,1919,249,1270
"Departamento en edificio",,,,
"Viviendas particulares (169)",4,3,1,
"Ocupantes presentes (170)",13,9,4,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",2,2,,
"Ocupantes presentes (173)",10,10,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",2,1,,1
"Ocupantes presentes (176)",6,3,,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",74,1,1,72
"Ocupantes presentes (182)",176,2,3,171
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",1,1,,
"Ocupantes presentes (185)",1,1,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",499,370,55,74
"Ocupantes presentes (218)",1618,1304,110,204
"Casa independiente",,,,
"Viviendas particulares (220)",492,370,55,67
"Ocupantes presentes (221)",1601,1304,110,187
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",7,,,7
"Ocupantes presentes (233)",17,,,17
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",371,255,52,64
"Ocupantes presentes (245)",1230,947,99,184
"Casa independiente",,,,
"Viviendas particulares (247)",367,255,52,60
"Ocupantes presentes (248)",1218,947,99,172
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",4,,,4
"Ocupantes presentes (260)",12,,,12
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",128,115,3,10
"Ocupantes presentes (272)",388,357,11,20
"Casa independiente",,,,
"Viviendas particulares (274)",125,115,3,7
"Ocupantes presentes (275)",383,357,11,15
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",3,,,3
"Ocupantes presentes (287)",5,,,5
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
